hh_id,person_num,age,gender,pemploy,pstudent,type,value_of_time,person_id,activity_pattern,imf_choice,inmf_choice
651,1,37,m,2,3,Part-time worker,14.855528846153845,1302,N,0,1
652,0,36,m,1,3,Full-time worker,14.855528846153845,1303,M,1,0
652,1,37,m,2,3,Part-time worker,14.855528846153845,1304,N,0,1
653,0,36,m,1,3,Full-time worker,14.855528846153845,1305,M,1,0
653,1,37,m,2,3,Part-time worker,14.855528846153845,1306,N,0,1
654,0,36,m,1,3,Full-time worker,14.855528846153845,1307,M,1,0
654,1,37,m,2,3,Part-time worker,14.855528846153845,1308,N,0,1
655,0,36,m,1,3,Full-time worker,14.855528846153845,1309,M,1,0
655,1,37,m,2,3,Part-time worker,14.855528846153845,1310,N,0,1
656,0,36,m,1,3,Full-time worker,29.52403846153846,1311,M,1,0
656,1,37,m,2,3,Part-time worker,29.52403846153846,1312,N,0,1
657,0,36,m,1,3,Full-time worker,29.52403846153846,1313,M,1,0
657,1,37,m,2,3,Part-time worker,29.52403846153846,1314,N,0,1
658,0,36,m,1,3,Full-time worker,29.52403846153846,1315,M,1,0
658,1,37,m,2,3,Part-time worker,29.52403846153846,1316,N,0,1
659,0,36,m,1,3,Full-time worker,29.52403846153846,1317,M,1,0
659,1,37,m,2,3,Part-time worker,29.52403846153846,1318,N,0,1
660,0,36,m,1,3,Full-time worker,29.52403846153846,1319,M,1,0
660,1,37,m,2,3,Part-time worker,29.52403846153846,1320,N,0,1
661,0,36,m,1,3,Full-time worker,3.095673076923077,1321,M,1,0
661,1,37,m,2,3,Part-time worker,3.095673076923077,1322,N,0,1
662,0,36,m,1,3,Full-time worker,3.095673076923077,1323,M,1,0
662,1,37,m,2,3,Part-time worker,3.095673076923077,1324,N,0,1
663,0,36,m,1,3,Full-time worker,3.095673076923077,1325,M,1,0
663,1,37,m,2,3,Part-time worker,3.095673076923077,1326,N,0,1
664,0,36,m,1,3,Full-time worker,3.095673076923077,1327,M,1,0
664,1,37,m,2,3,Part-time worker,3.095673076923077,1328,N,0,1
665,0,36,m,1,3,Full-time worker,3.095673076923077,1329,M,1,0
665,1,37,m,2,3,Part-time worker,3.095673076923077,1330,N,0,1
666,0,36,m,1,3,Full-time worker,8.48125,1331,M,1,0
666,1,37,m,2,3,Part-time worker,8.48125,1332,N,0,1
667,0,36,m,1,3,Full-time worker,8.48125,1333,M,1,0
667,1,37,m,2,3,Part-time worker,8.48125,1334,N,0,1
668,0,36,m,1,3,Full-time worker,8.48125,1335,M,1,0
668,1,37,m,2,3,Part-time worker,8.48125,1336,N,0,1
669,0,36,m,1,3,Full-time worker,8.48125,1337,M,1,0
669,1,37,m,2,3,Part-time worker,8.48125,1338,N,0,1
670,0,36,m,1,3,Full-time worker,8.48125,1339,M,1,0
670,1,37,m,2,3,Part-time worker,8.48125,1340,N,0,1
671,0,36,m,1,3,Full-time worker,14.855528846153845,1341,M,1,0
671,1,37,m,2,3,Part-time worker,14.855528846153845,1342,N,0,1
672,0,36,m,1,3,Full-time worker,14.855528846153845,1343,M,1,0
672,1,37,m,2,3,Part-time worker,14.855528846153845,1344,N,0,1
673,0,36,m,1,3,Full-time worker,14.855528846153845,1345,M,1,0
673,1,37,m,2,3,Part-time worker,14.855528846153845,1346,N,0,1
674,0,36,m,1,3,Full-time worker,14.855528846153845,1347,M,1,0
674,1,37,m,2,3,Part-time worker,14.855528846153845,1348,N,0,1
675,0,36,m,1,3,Full-time worker,14.855528846153845,1349,M,1,0
675,1,37,m,2,3,Part-time worker,14.855528846153845,1350,N,0,1
676,0,36,m,1,3,Full-time worker,29.52403846153846,1351,M,1,0
676,1,37,m,2,3,Part-time worker,29.52403846153846,1352,N,0,1
677,0,36,m,1,3,Full-time worker,29.52403846153846,1353,M,1,0
677,1,37,m,2,3,Part-time worker,29.52403846153846,1354,N,0,1
678,0,36,m,1,3,Full-time worker,29.52403846153846,1355,M,1,0
678,1,37,m,2,3,Part-time worker,29.52403846153846,1356,N,0,1
679,0,36,m,1,3,Full-time worker,29.52403846153846,1357,M,1,0
679,1,37,m,2,3,Part-time worker,29.52403846153846,1358,N,0,1
680,0,36,m,1,3,Full-time worker,29.52403846153846,1359,M,1,0
680,1,37,m,2,3,Part-time worker,29.52403846153846,1360,N,0,1
681,0,36,m,1,3,Full-time worker,3.095673076923077,1361,M,1,0
681,1,37,m,2,3,Part-time worker,3.095673076923077,1362,N,0,1
682,0,36,m,1,3,Full-time worker,3.095673076923077,1363,M,1,0
682,1,37,m,2,3,Part-time worker,3.095673076923077,1364,N,0,1
683,0,36,m,1,3,Full-time worker,3.095673076923077,1365,M,1,0
683,1,37,m,2,3,Part-time worker,3.095673076923077,1366,N,0,1
684,0,36,m,1,3,Full-time worker,3.095673076923077,1367,M,1,0
684,1,37,m,2,3,Part-time worker,3.095673076923077,1368,N,0,1
685,0,36,m,1,3,Full-time worker,3.095673076923077,1369,M,1,0
685,1,37,m,2,3,Part-time worker,3.095673076923077,1370,N,0,1
686,0,36,m,1,3,Full-time worker,8.48125,1371,M,1,0
686,1,37,m,2,3,Part-time worker,8.48125,1372,N,0,1
687,0,36,m,1,3,Full-time worker,8.48125,1373,M,1,0
687,1,37,m,2,3,Part-time worker,8.48125,1374,N,0,1
688,0,36,m,1,3,Full-time worker,8.48125,1375,M,1,0
688,1,37,m,2,3,Part-time worker,8.48125,1376,N,0,1
689,0,36,m,1,3,Full-time worker,8.48125,1377,M,1,0
689,1,37,m,2,3,Part-time worker,8.48125,1378,N,0,1
690,0,36,m,1,3,Full-time worker,8.48125,1379,M,1,0
690,1,37,m,2,3,Part-time worker,8.48125,1380,N,0,1
691,0,36,m,1,3,Full-time worker,14.855528846153845,1381,M,1,0
691,1,37,m,2,3,Part-time worker,14.855528846153845,1382,N,0,1
692,0,36,m,1,3,Full-time worker,14.855528846153845,1383,M,1,0
692,1,37,m,2,3,Part-time worker,14.855528846153845,1384,N,0,1
693,0,36,m,1,3,Full-time worker,14.855528846153845,1385,M,1,0
693,1,37,m,2,3,Part-time worker,14.855528846153845,1386,N,0,1
694,0,36,m,1,3,Full-time worker,14.855528846153845,1387,M,1,0
694,1,37,m,2,3,Part-time worker,14.855528846153845,1388,N,0,1
695,0,36,m,1,3,Full-time worker,14.855528846153845,1389,M,1,0
695,1,37,m,2,3,Part-time worker,14.855528846153845,1390,N,0,1
696,0,36,m,1,3,Full-time worker,29.52403846153846,1391,M,1,0
696,1,37,m,2,3,Part-time worker,29.52403846153846,1392,N,0,1
697,0,36,m,1,3,Full-time worker,29.52403846153846,1393,M,1,0
697,1,37,m,2,3,Part-time worker,29.52403846153846,1394,N,0,1
698,0,36,m,1,3,Full-time worker,29.52403846153846,1395,M,1,0
698,1,37,m,2,3,Part-time worker,29.52403846153846,1396,N,0,1
699,0,36,m,1,3,Full-time worker,29.52403846153846,1397,M,1,0
699,1,37,m,2,3,Part-time worker,29.52403846153846,1398,N,0,1
700,0,36,m,1,3,Full-time worker,29.52403846153846,1399,M,1,0
700,1,37,m,2,3,Part-time worker,29.52403846153846,1400,N,0,1
701,0,36,m,1,3,Full-time worker,3.095673076923077,1401,M,1,0
701,1,37,m,2,3,Part-time worker,3.095673076923077,1402,N,0,1
702,0,36,m,1,3,Full-time worker,3.095673076923077,1403,M,1,0
702,1,37,m,2,3,Part-time worker,3.095673076923077,1404,N,0,1
703,0,36,m,1,3,Full-time worker,3.095673076923077,1405,M,1,0
703,1,37,m,2,3,Part-time worker,3.095673076923077,1406,N,0,1
704,0,36,m,1,3,Full-time worker,3.095673076923077,1407,M,1,0
704,1,37,m,2,3,Part-time worker,3.095673076923077,1408,N,0,1
705,0,36,m,1,3,Full-time worker,3.095673076923077,1409,M,1,0
705,1,37,m,2,3,Part-time worker,3.095673076923077,1410,N,0,1
706,0,36,m,1,3,Full-time worker,8.48125,1411,M,1,0
706,1,37,m,2,3,Part-time worker,8.48125,1412,N,0,1
707,0,36,m,1,3,Full-time worker,8.48125,1413,M,1,0
707,1,37,m,2,3,Part-time worker,8.48125,1414,N,0,1
708,0,36,m,1,3,Full-time worker,8.48125,1415,M,1,0
708,1,37,m,2,3,Part-time worker,8.48125,1416,N,0,1
709,0,36,m,1,3,Full-time worker,8.48125,1417,M,1,0
709,1,37,m,2,3,Part-time worker,8.48125,1418,N,0,1
710,0,36,m,1,3,Full-time worker,8.48125,1419,M,1,0
710,1,37,m,2,3,Part-time worker,8.48125,1420,N,0,1
711,0,36,m,1,3,Full-time worker,14.855528846153845,1421,M,1,0
711,1,37,m,2,3,Part-time worker,14.855528846153845,1422,N,0,1
712,0,36,m,1,3,Full-time worker,14.855528846153845,1423,M,1,0
712,1,37,m,2,3,Part-time worker,14.855528846153845,1424,N,0,1
713,0,36,m,1,3,Full-time worker,14.855528846153845,1425,M,1,0
713,1,37,m,2,3,Part-time worker,14.855528846153845,1426,N,0,1
714,0,36,m,1,3,Full-time worker,14.855528846153845,1427,M,1,0
714,1,37,m,2,3,Part-time worker,14.855528846153845,1428,N,0,1
715,0,36,m,1,3,Full-time worker,14.855528846153845,1429,M,1,0
715,1,37,m,2,3,Part-time worker,14.855528846153845,1430,N,0,1
716,0,36,m,1,3,Full-time worker,29.52403846153846,1431,M,1,0
716,1,37,m,2,3,Part-time worker,29.52403846153846,1432,N,0,1
717,0,36,m,1,3,Full-time worker,29.52403846153846,1433,M,1,0
717,1,37,m,2,3,Part-time worker,29.52403846153846,1434,N,0,1
718,0,36,m,1,3,Full-time worker,29.52403846153846,1435,M,1,0
718,1,37,m,2,3,Part-time worker,29.52403846153846,1436,N,0,1
719,0,36,m,1,3,Full-time worker,29.52403846153846,1437,M,1,0
719,1,37,m,2,3,Part-time worker,29.52403846153846,1438,N,0,1
720,0,36,m,1,3,Full-time worker,29.52403846153846,1439,M,1,0
720,1,37,m,2,3,Part-time worker,29.52403846153846,1440,N,0,1
721,0,36,m,1,3,Full-time worker,3.095673076923077,1441,M,1,0
721,1,37,m,2,3,Part-time worker,3.095673076923077,1442,N,0,1
722,0,36,m,1,3,Full-time worker,3.095673076923077,1443,M,1,0
722,1,37,m,2,3,Part-time worker,3.095673076923077,1444,N,0,1
723,0,36,m,1,3,Full-time worker,3.095673076923077,1445,M,1,0
723,1,37,m,2,3,Part-time worker,3.095673076923077,1446,N,0,1
724,0,36,m,1,3,Full-time worker,3.095673076923077,1447,M,1,0
724,1,37,m,2,3,Part-time worker,3.095673076923077,1448,N,0,1
725,0,36,m,1,3,Full-time worker,3.095673076923077,1449,M,1,0
725,1,37,m,2,3,Part-time worker,3.095673076923077,1450,N,0,1
726,0,36,m,1,3,Full-time worker,8.48125,1451,M,1,0
726,1,37,m,2,3,Part-time worker,8.48125,1452,N,0,1
727,0,36,m,1,3,Full-time worker,8.48125,1453,M,1,0
727,1,37,m,2,3,Part-time worker,8.48125,1454,N,0,1
728,0,36,m,1,3,Full-time worker,8.48125,1455,M,1,0
728,1,37,m,2,3,Part-time worker,8.48125,1456,N,0,1
729,0,36,m,1,3,Full-time worker,8.48125,1457,M,1,0
729,1,37,m,2,3,Part-time worker,8.48125,1458,N,0,1
730,0,36,m,1,3,Full-time worker,8.48125,1459,M,1,0
730,1,37,m,2,3,Part-time worker,8.48125,1460,N,0,1
731,0,36,m,1,3,Full-time worker,14.855528846153845,1461,M,1,0
731,1,37,m,2,3,Part-time worker,14.855528846153845,1462,N,0,1
732,0,36,m,1,3,Full-time worker,14.855528846153845,1463,M,1,0
732,1,37,m,2,3,Part-time worker,14.855528846153845,1464,N,0,1
733,0,36,m,1,3,Full-time worker,14.855528846153845,1465,M,1,0
733,1,37,m,2,3,Part-time worker,14.855528846153845,1466,N,0,1
734,0,36,m,1,3,Full-time worker,14.855528846153845,1467,M,1,0
734,1,37,m,2,3,Part-time worker,14.855528846153845,1468,N,0,1
735,0,36,m,1,3,Full-time worker,14.855528846153845,1469,M,1,0
735,1,37,m,2,3,Part-time worker,14.855528846153845,1470,N,0,1
736,0,36,m,1,3,Full-time worker,29.52403846153846,1471,M,1,0
736,1,37,m,2,3,Part-time worker,29.52403846153846,1472,N,0,1
737,0,36,m,1,3,Full-time worker,29.52403846153846,1473,M,1,0
737,1,37,m,2,3,Part-time worker,29.52403846153846,1474,N,0,1
738,0,36,m,1,3,Full-time worker,29.52403846153846,1475,M,1,0
738,1,37,m,2,3,Part-time worker,29.52403846153846,1476,N,0,1
739,0,36,m,1,3,Full-time worker,29.52403846153846,1477,M,1,0
739,1,37,m,2,3,Part-time worker,29.52403846153846,1478,N,0,1
740,0,36,m,1,3,Full-time worker,29.52403846153846,1479,M,1,0
740,1,37,m,2,3,Part-time worker,29.52403846153846,1480,N,0,1
741,0,36,m,1,3,Full-time worker,3.095673076923077,1481,M,1,0
741,1,37,m,2,3,Part-time worker,3.095673076923077,1482,N,0,1
742,0,36,m,1,3,Full-time worker,3.095673076923077,1483,M,1,0
742,1,37,m,2,3,Part-time worker,3.095673076923077,1484,N,0,1
743,0,36,m,1,3,Full-time worker,3.095673076923077,1485,M,1,0
743,1,37,m,2,3,Part-time worker,3.095673076923077,1486,N,0,1
744,0,36,m,1,3,Full-time worker,3.095673076923077,1487,M,1,0
744,1,37,m,2,3,Part-time worker,3.095673076923077,1488,N,0,1
745,0,36,m,1,3,Full-time worker,3.095673076923077,1489,M,1,0
745,1,37,m,2,3,Part-time worker,3.095673076923077,1490,N,0,1
746,0,36,m,1,3,Full-time worker,8.48125,1491,M,1,0
746,1,37,m,2,3,Part-time worker,8.48125,1492,N,0,1
747,0,36,m,1,3,Full-time worker,8.48125,1493,M,1,0
747,1,37,m,2,3,Part-time worker,8.48125,1494,N,0,1
748,0,36,m,1,3,Full-time worker,8.48125,1495,M,1,0
748,1,37,m,2,3,Part-time worker,8.48125,1496,N,0,1
749,0,36,m,1,3,Full-time worker,8.48125,1497,M,1,0
749,1,37,m,2,3,Part-time worker,8.48125,1498,N,0,1
750,0,36,m,1,3,Full-time worker,8.48125,1499,M,1,0
750,1,37,m,2,3,Part-time worker,8.48125,1500,N,0,1
751,0,36,m,1,3,Full-time worker,14.855528846153845,1501,M,1,0
751,1,37,m,2,3,Part-time worker,14.855528846153845,1502,N,0,1
752,0,36,m,1,3,Full-time worker,14.855528846153845,1503,M,1,0
752,1,37,m,2,3,Part-time worker,14.855528846153845,1504,N,0,1
753,0,36,m,1,3,Full-time worker,14.855528846153845,1505,M,1,0
753,1,37,m,2,3,Part-time worker,14.855528846153845,1506,N,0,1
754,0,36,m,1,3,Full-time worker,14.855528846153845,1507,M,1,0
754,1,37,m,2,3,Part-time worker,14.855528846153845,1508,N,0,1
755,0,36,m,1,3,Full-time worker,14.855528846153845,1509,M,1,0
755,1,37,m,2,3,Part-time worker,14.855528846153845,1510,N,0,1
756,0,36,m,1,3,Full-time worker,29.52403846153846,1511,M,1,0
756,1,37,m,2,3,Part-time worker,29.52403846153846,1512,N,0,1
757,0,36,m,1,3,Full-time worker,29.52403846153846,1513,M,1,0
757,1,37,m,2,3,Part-time worker,29.52403846153846,1514,N,0,1
758,0,36,m,1,3,Full-time worker,29.52403846153846,1515,M,1,0
758,1,37,m,2,3,Part-time worker,29.52403846153846,1516,N,0,1
759,0,36,m,1,3,Full-time worker,29.52403846153846,1517,M,1,0
759,1,37,m,2,3,Part-time worker,29.52403846153846,1518,N,0,1
760,0,36,m,1,3,Full-time worker,29.52403846153846,1519,M,1,0
760,1,37,m,2,3,Part-time worker,29.52403846153846,1520,N,0,1
761,0,36,m,1,3,Full-time worker,3.095673076923077,1521,M,1,0
761,1,37,m,2,3,Part-time worker,3.095673076923077,1522,N,0,1
762,0,36,m,1,3,Full-time worker,3.095673076923077,1523,M,1,0
762,1,37,m,2,3,Part-time worker,3.095673076923077,1524,N,0,1
763,0,36,m,1,3,Full-time worker,3.095673076923077,1525,M,1,0
763,1,37,m,2,3,Part-time worker,3.095673076923077,1526,N,0,1
764,0,36,m,1,3,Full-time worker,3.095673076923077,1527,M,1,0
764,1,37,m,2,3,Part-time worker,3.095673076923077,1528,N,0,1
765,0,36,m,1,3,Full-time worker,3.095673076923077,1529,M,1,0
765,1,37,m,2,3,Part-time worker,3.095673076923077,1530,N,0,1
766,0,36,m,1,3,Full-time worker,8.48125,1531,M,1,0
766,1,37,m,2,3,Part-time worker,8.48125,1532,N,0,1
767,0,36,m,1,3,Full-time worker,8.48125,1533,M,1,0
767,1,37,m,2,3,Part-time worker,8.48125,1534,N,0,1
768,0,36,m,1,3,Full-time worker,8.48125,1535,M,1,0
768,1,37,m,2,3,Part-time worker,8.48125,1536,N,0,1
769,0,36,m,1,3,Full-time worker,8.48125,1537,M,1,0
769,1,37,m,2,3,Part-time worker,8.48125,1538,N,0,1
770,0,36,m,1,3,Full-time worker,8.48125,1539,M,1,0
770,1,37,m,2,3,Part-time worker,8.48125,1540,N,0,1
771,0,36,m,1,3,Full-time worker,14.855528846153845,1541,M,1,0
771,1,37,m,2,3,Part-time worker,14.855528846153845,1542,N,0,1
772,0,36,m,1,3,Full-time worker,14.855528846153845,1543,M,1,0
772,1,37,m,2,3,Part-time worker,14.855528846153845,1544,N,0,1
773,0,36,m,1,3,Full-time worker,14.855528846153845,1545,M,1,0
773,1,37,m,2,3,Part-time worker,14.855528846153845,1546,N,0,1
774,0,36,m,1,3,Full-time worker,14.855528846153845,1547,M,1,0
774,1,37,m,2,3,Part-time worker,14.855528846153845,1548,N,0,1
775,0,36,m,1,3,Full-time worker,14.855528846153845,1549,M,1,0
775,1,37,m,2,3,Part-time worker,14.855528846153845,1550,N,0,1
776,0,36,m,1,3,Full-time worker,29.52403846153846,1551,M,1,0
776,1,37,m,2,3,Part-time worker,29.52403846153846,1552,N,0,1
777,0,36,m,1,3,Full-time worker,29.52403846153846,1553,M,1,0
777,1,37,m,2,3,Part-time worker,29.52403846153846,1554,N,0,1
778,0,36,m,1,3,Full-time worker,29.52403846153846,1555,M,1,0
778,1,37,m,2,3,Part-time worker,29.52403846153846,1556,N,0,1
779,0,36,m,1,3,Full-time worker,29.52403846153846,1557,M,1,0
779,1,37,m,2,3,Part-time worker,29.52403846153846,1558,N,0,1
780,0,36,m,1,3,Full-time worker,29.52403846153846,1559,M,1,0
780,1,37,m,2,3,Part-time worker,29.52403846153846,1560,N,0,1
781,0,36,m,1,3,Full-time worker,3.095673076923077,1561,M,1,0
781,1,37,m,2,3,Part-time worker,3.095673076923077,1562,N,0,1
782,0,36,m,1,3,Full-time worker,3.095673076923077,1563,M,1,0
782,1,37,m,2,3,Part-time worker,3.095673076923077,1564,N,0,1
783,0,36,m,1,3,Full-time worker,3.095673076923077,1565,M,1,0
783,1,37,m,2,3,Part-time worker,3.095673076923077,1566,N,0,1
784,0,36,m,1,3,Full-time worker,3.095673076923077,1567,M,1,0
784,1,37,m,2,3,Part-time worker,3.095673076923077,1568,N,0,1
785,0,36,m,1,3,Full-time worker,3.095673076923077,1569,M,1,0
785,1,37,m,2,3,Part-time worker,3.095673076923077,1570,N,0,1
786,0,36,m,1,3,Full-time worker,8.48125,1571,M,1,0
786,1,37,m,2,3,Part-time worker,8.48125,1572,N,0,1
787,0,36,m,1,3,Full-time worker,8.48125,1573,M,1,0
787,1,37,m,2,3,Part-time worker,8.48125,1574,N,0,1
788,0,36,m,1,3,Full-time worker,8.48125,1575,M,1,0
788,1,37,m,2,3,Part-time worker,8.48125,1576,N,0,1
789,0,36,m,1,3,Full-time worker,8.48125,1577,M,1,0
789,1,37,m,2,3,Part-time worker,8.48125,1578,N,0,1
790,0,36,m,1,3,Full-time worker,8.48125,1579,M,1,0
790,1,37,m,2,3,Part-time worker,8.48125,1580,N,0,1
791,0,36,m,1,3,Full-time worker,14.855528846153845,1581,M,1,0
791,1,37,m,2,3,Part-time worker,14.855528846153845,1582,N,0,1
792,0,36,m,1,3,Full-time worker,14.855528846153845,1583,M,1,0
792,1,37,m,2,3,Part-time worker,14.855528846153845,1584,N,0,1
793,0,36,m,1,3,Full-time worker,14.855528846153845,1585,M,1,0
793,1,37,m,2,3,Part-time worker,14.855528846153845,1586,N,0,1
794,0,36,m,1,3,Full-time worker,14.855528846153845,1587,M,1,0
794,1,37,m,2,3,Part-time worker,14.855528846153845,1588,N,0,1
795,0,36,m,1,3,Full-time worker,14.855528846153845,1589,M,1,0
795,1,37,m,2,3,Part-time worker,14.855528846153845,1590,N,0,1
796,0,36,m,1,3,Full-time worker,29.52403846153846,1591,M,1,0
796,1,37,m,2,3,Part-time worker,29.52403846153846,1592,N,0,1
797,0,36,m,1,3,Full-time worker,29.52403846153846,1593,M,1,0
797,1,37,m,2,3,Part-time worker,29.52403846153846,1594,N,0,1
798,0,36,m,1,3,Full-time worker,29.52403846153846,1595,M,1,0
798,1,37,m,2,3,Part-time worker,29.52403846153846,1596,N,0,1
799,0,36,m,1,3,Full-time worker,29.52403846153846,1597,M,1,0
799,1,37,m,2,3,Part-time worker,29.52403846153846,1598,N,0,1
800,0,36,m,1,3,Full-time worker,29.52403846153846,1599,M,1,0
800,1,37,m,2,3,Part-time worker,29.52403846153846,1600,N,0,1
801,0,36,m,1,3,Full-time worker,3.095673076923077,1601,M,1,0
801,1,37,m,2,3,Part-time worker,3.095673076923077,1602,N,0,1
802,0,36,m,1,3,Full-time worker,3.095673076923077,1603,M,1,0
802,1,37,m,2,3,Part-time worker,3.095673076923077,1604,N,0,1
803,0,36,m,1,3,Full-time worker,3.095673076923077,1605,M,1,0
803,1,37,m,2,3,Part-time worker,3.095673076923077,1606,N,0,1
804,0,36,m,1,3,Full-time worker,3.095673076923077,1607,M,1,0
804,1,37,m,2,3,Part-time worker,3.095673076923077,1608,N,0,1
805,0,36,m,1,3,Full-time worker,3.095673076923077,1609,M,1,0
805,1,37,m,2,3,Part-time worker,3.095673076923077,1610,N,0,1
806,0,36,m,1,3,Full-time worker,8.48125,1611,M,1,0
806,1,37,m,2,3,Part-time worker,8.48125,1612,N,0,1
807,0,36,m,1,3,Full-time worker,8.48125,1613,M,1,0
807,1,37,m,2,3,Part-time worker,8.48125,1614,N,0,1
808,0,36,m,1,3,Full-time worker,8.48125,1615,M,1,0
808,1,37,m,2,3,Part-time worker,8.48125,1616,N,0,1
809,0,36,m,1,3,Full-time worker,8.48125,1617,M,1,0
809,1,37,m,2,3,Part-time worker,8.48125,1618,N,0,1
810,0,36,m,1,3,Full-time worker,8.48125,1619,M,1,0
810,1,37,m,2,3,Part-time worker,8.48125,1620,N,0,1
811,0,36,m,1,3,Full-time worker,14.855528846153845,1621,M,1,0
811,1,37,m,2,3,Part-time worker,14.855528846153845,1622,N,0,1
812,0,36,m,1,3,Full-time worker,14.855528846153845,1623,M,1,0
812,1,37,m,2,3,Part-time worker,14.855528846153845,1624,N,0,1
813,0,36,m,1,3,Full-time worker,14.855528846153845,1625,M,1,0
813,1,37,m,2,3,Part-time worker,14.855528846153845,1626,N,0,1
814,0,36,m,1,3,Full-time worker,14.855528846153845,1627,M,1,0
814,1,37,m,2,3,Part-time worker,14.855528846153845,1628,N,0,1
815,0,36,m,1,3,Full-time worker,14.855528846153845,1629,M,1,0
815,1,37,m,2,3,Part-time worker,14.855528846153845,1630,N,0,1
816,0,36,m,1,3,Full-time worker,29.52403846153846,1631,M,1,0
816,1,37,m,2,3,Part-time worker,29.52403846153846,1632,N,0,1
817,0,36,m,1,3,Full-time worker,29.52403846153846,1633,M,1,0
817,1,37,m,2,3,Part-time worker,29.52403846153846,1634,N,0,1
818,0,36,m,1,3,Full-time worker,29.52403846153846,1635,M,1,0
818,1,37,m,2,3,Part-time worker,29.52403846153846,1636,N,0,1
819,0,36,m,1,3,Full-time worker,29.52403846153846,1637,M,1,0
819,1,37,m,2,3,Part-time worker,29.52403846153846,1638,N,0,1
820,0,36,m,1,3,Full-time worker,29.52403846153846,1639,M,1,0
820,1,37,m,2,3,Part-time worker,29.52403846153846,1640,N,0,1
821,0,36,m,1,3,Full-time worker,3.095673076923077,1641,M,1,0
821,1,37,m,2,3,Part-time worker,3.095673076923077,1642,N,0,1
822,0,36,m,1,3,Full-time worker,3.095673076923077,1643,M,1,0
822,1,37,m,2,3,Part-time worker,3.095673076923077,1644,N,0,1
823,0,36,m,1,3,Full-time worker,3.095673076923077,1645,M,1,0
823,1,37,m,2,3,Part-time worker,3.095673076923077,1646,N,0,1
824,0,36,m,1,3,Full-time worker,3.095673076923077,1647,M,1,0
824,1,37,m,2,3,Part-time worker,3.095673076923077,1648,N,0,1
825,0,36,m,1,3,Full-time worker,3.095673076923077,1649,M,1,0
825,1,37,m,2,3,Part-time worker,3.095673076923077,1650,N,0,1
826,0,36,m,1,3,Full-time worker,8.48125,1651,M,1,0
826,1,37,m,2,3,Part-time worker,8.48125,1652,N,0,1
827,0,36,m,1,3,Full-time worker,8.48125,1653,M,1,0
827,1,37,m,2,3,Part-time worker,8.48125,1654,N,0,1
828,0,36,m,1,3,Full-time worker,8.48125,1655,M,1,0
828,1,37,m,2,3,Part-time worker,8.48125,1656,N,0,1
829,0,36,m,1,3,Full-time worker,8.48125,1657,M,1,0
829,1,37,m,2,3,Part-time worker,8.48125,1658,N,0,1
830,0,36,m,1,3,Full-time worker,8.48125,1659,M,1,0
830,1,37,m,2,3,Part-time worker,8.48125,1660,N,0,1
831,0,36,m,1,3,Full-time worker,14.855528846153845,1661,M,1,0
831,1,37,m,2,3,Part-time worker,14.855528846153845,1662,N,0,1
832,0,36,m,1,3,Full-time worker,14.855528846153845,1663,M,1,0
832,1,37,m,2,3,Part-time worker,14.855528846153845,1664,N,0,1
833,0,36,m,1,3,Full-time worker,14.855528846153845,1665,M,1,0
833,1,37,m,2,3,Part-time worker,14.855528846153845,1666,N,0,1
834,0,36,m,1,3,Full-time worker,14.855528846153845,1667,M,1,0
834,1,37,m,2,3,Part-time worker,14.855528846153845,1668,N,0,1
835,0,36,m,1,3,Full-time worker,14.855528846153845,1669,M,1,0
835,1,37,m,2,3,Part-time worker,14.855528846153845,1670,N,0,1
836,0,36,m,1,3,Full-time worker,29.52403846153846,1671,M,1,0
836,1,37,m,2,3,Part-time worker,29.52403846153846,1672,N,0,1
837,0,36,m,1,3,Full-time worker,29.52403846153846,1673,M,1,0
837,1,37,m,2,3,Part-time worker,29.52403846153846,1674,N,0,1
838,0,36,m,1,3,Full-time worker,29.52403846153846,1675,M,1,0
838,1,37,m,2,3,Part-time worker,29.52403846153846,1676,N,0,1
839,0,36,m,1,3,Full-time worker,29.52403846153846,1677,M,1,0
839,1,37,m,2,3,Part-time worker,29.52403846153846,1678,N,0,1
840,0,36,m,1,3,Full-time worker,29.52403846153846,1679,M,1,0
840,1,37,m,2,3,Part-time worker,29.52403846153846,1680,N,0,1
841,0,36,m,1,3,Full-time worker,3.095673076923077,1681,M,1,0
841,1,37,m,2,3,Part-time worker,3.095673076923077,1682,N,0,1
842,0,36,m,1,3,Full-time worker,3.095673076923077,1683,M,1,0
842,1,37,m,2,3,Part-time worker,3.095673076923077,1684,N,0,1
843,0,36,m,1,3,Full-time worker,3.095673076923077,1685,M,1,0
843,1,37,m,2,3,Part-time worker,3.095673076923077,1686,N,0,1
844,0,36,m,1,3,Full-time worker,3.095673076923077,1687,M,1,0
844,1,37,m,2,3,Part-time worker,3.095673076923077,1688,N,0,1
845,0,36,m,1,3,Full-time worker,3.095673076923077,1689,M,1,0
845,1,37,m,2,3,Part-time worker,3.095673076923077,1690,N,0,1
846,0,36,m,1,3,Full-time worker,8.48125,1691,M,1,0
846,1,37,m,2,3,Part-time worker,8.48125,1692,N,0,1
847,0,36,m,1,3,Full-time worker,8.48125,1693,M,1,0
847,1,37,m,2,3,Part-time worker,8.48125,1694,N,0,1
848,0,36,m,1,3,Full-time worker,8.48125,1695,M,1,0
848,1,37,m,2,3,Part-time worker,8.48125,1696,N,0,1
