taz,PUMA
300366,01500
300367,01500
300368,01500
300369,01500
300370,01500
300371,01500
300372,01500
300373,01500
300374,01500
300375,01500
300376,01500
300377,01500
300378,01500
300379,01500
300380,01500
300381,01500
300382,01500
300383,01500
300384,01500
300385,01500
300386,01500
300387,01500
300388,01500
300389,01500
300390,01500
300391,01500
300392,01500
300393,01500
300394,01500
300395,01500
300396,01500
300397,01500
300398,01500
300399,01500
300400,01500
300401,01500
300402,01500
300403,01500
300404,01500
300405,01500
300406,01500
300407,01500
300408,01500
300409,01500
300410,01500
300411,01500
300412,01500
300413,01500
300414,01500
300415,01500
300416,01500
300417,01500
300418,01500
300419,01500
300420,01500
300421,01500
300422,01500
300423,01500
300424,01500
300425,01500
300426,01500
300427,01500
300428,01500
300429,01500
300430,01500
300431,01500
300432,01500
300433,01500
300434,01500
300435,01500
300436,01500
300437,01500
300438,01500
300439,01500
300440,01500
300441,01500
300442,01500
300443,01500
300444,01500
300445,01500
300446,01500
300447,01500
300448,01500
300449,01500
300450,01500
300451,01500
300452,01500
300453,01500
300454,01500
300455,01500
300456,01500
300457,01500
300458,01500
300459,01500
300460,01500
300461,01500
300462,01500
300463,01500
300464,01500
300465,01500
300466,01500
300467,01500
300468,01500
300469,01500
300470,01500
300471,01500
300472,01500
300473,01500
300474,01500
300475,01500
300476,01500
300477,01500
300478,01500
300479,01500
300480,01500
300481,01500
300482,01500
300483,01500
300484,01500
300485,01500
300487,01500
300488,01500
300489,01500
300490,01500
300491,01500
300493,01500
300494,01500
300495,01500
300496,01500
300497,01500
300498,01500
300499,01500
300501,01500
300502,01500
300503,01500
300504,01500
300505,01500
300506,01500
300507,01500
300508,01500
300509,01500
300510,01500
300512,01500
300514,01500
300515,01500
300516,01500
300517,01500
300518,01500
300519,01500
300520,01500
300521,01500
300522,01500
300523,01500
300525,01500
300527,01500
300528,01500
300530,01500
300531,01500
300532,01500
300533,01500
300535,01500
300536,01500
300537,01500
300538,01500
300539,01500
300540,01500
300541,01500
300542,01500
300543,01500
300544,01500
300545,01500
300546,01500
300547,01500
300548,01500
300549,01500
300550,01500
300551,01500
300552,01500
300553,01500
300554,01500
300555,01500
300556,01500
300557,01500
300558,01500
300559,01500
300560,01500
300561,01500
300562,01500
300563,01500
300564,01500
300565,01500
300566,01500
300567,01500
300568,01500
300569,01500
300570,01500
300571,01500
300572,01500
300573,01500
300574,01500
300575,01500
300576,01500
300577,01500
300578,01500
300579,01500
300580,01500
300581,01500
300582,01500
300583,01500
300584,01500
300586,01500
300587,01500
300588,01500
300589,01500
300590,01500
300591,01500
300592,01500
300593,01500
300594,01500
300595,01500
300596,01500
300597,01500
300598,01500
300599,01500
300600,01500
300601,01500
300602,01500
300603,01500
300604,01500
300605,01500
300606,01500
300607,01500
300609,01500
300610,01500
300611,01500
300612,01500
300613,01500
300614,01500
300615,01500
300616,01500
300617,01500
300618,01500
300619,01500
300620,01500
300621,01500
300622,01500
300623,01500
300624,01500
300625,01500
300626,01500
300627,01500
300628,01500
300629,01500
300630,01500
300631,01500
300632,01500
300633,01500
300634,01500
300635,01500
300637,01500
300638,01500
300639,01500
300640,01500
300641,01500
300642,01500
300643,01500
300644,01500
300645,01500
300646,01500
300647,01500
300648,01500
300649,01500
300650,01500
300651,01500
300652,01500
300653,01500
300654,01500
300655,01500
300656,01500
300657,01500
300658,01500
300659,01500
300660,01500
300661,01500
300662,01500
300663,01500
300664,01500
300665,01500
300666,01500
300667,01500
300668,01500
300669,01500
300670,01500
300671,01500
300672,01500
300673,01500
300674,01500
300675,01500
300676,01500
300677,01500
300678,01500
300679,01500
300680,01500
300681,01500
300682,01500
300683,01500
300684,01500
300685,01500
300686,01500
300687,01500
300688,01500
300689,01500
300690,01500
300691,01500
300692,01500
300693,01500
300695,01500
300696,01500
300697,01500
300698,01500
300699,01500
300700,01500
300701,01500
300702,01500
300703,01500
300704,01500
300705,01500
300706,01500
300707,01500
300708,01500
300709,01500
300710,01500
300711,01500
300712,01500
300713,01500
300714,01500
300715,01500
300716,01500
300717,01500
300718,01500
300719,01500
300720,01500
300721,01500
300722,01500
300723,01500
300724,01500
300725,01500
300726,01500
300727,01500
300728,01500
300729,01500
300730,01500
300731,01500
300732,01500
300733,01500
300734,01500
300735,01500
300736,01500
300737,01500
300738,01500
300739,01500
300740,01500
300741,01500
300742,01500
300743,01500
300744,01500
300745,01500
300746,01500
300747,01500
300748,01500
300749,01500
300750,01500
300751,01500
300752,01500
300753,01500
300754,01500
300755,01500
300756,01500
300757,01500
300758,01500
300759,01500
300760,01500
300761,01500
300762,01500
300763,01500
300764,01500
300765,01500
300766,01500
300767,01500
300768,01500
300769,01500
300770,01500
300771,01500
300772,01500
300773,01500
300774,01500
300775,01500
300776,01500
300777,01500
300778,01500
300779,01500
300780,01500
300781,01500
300782,01500
300783,01500
300784,01500
300785,01500
300786,01500
300787,01500
300788,01500
300789,01500
300790,01500
300791,01500
300792,01500
300793,01500
300794,01500
300795,01500
300796,01500
300797,01500
300798,01500
300799,01500
300800,01500
300801,01500
300802,01500
300803,01500
300804,01500
300805,01500
300806,01500
300807,01500
300808,01500
300809,01500
300810,01500
300811,01500
300813,01500
300814,01500
300815,01500
300816,01500
300817,01500
300819,01500
300820,01500
300821,01500
300822,01500
300823,01500
300824,01500
300825,01500
300826,01500
300827,01500
300828,01500
300829,01500
300830,01500
300831,01500
300832,01500
300833,01500
300834,01500
300835,01500
300836,01500
300837,01500
300838,01500
300839,01500
300840,01500
300841,01500
300842,01500
300843,01500
300844,01500
300845,01500
300846,01500
300847,01500
300848,01500
300849,01500
300850,01500
300851,01500
300852,01500
300853,01500
300854,01500
300855,01500
300856,01500
300857,01500
300858,01500
300859,01500
300860,01500
300861,01500
300862,01500
300863,01500
300864,01500
300865,01500
300866,01500
300867,01500
300868,01500
300870,01500
300872,01500
300873,01500
300875,01500
300876,01500
300877,01500
300878,01500
300879,01500
300880,01500
300881,01500
300882,01500
300883,01500
300884,01500
300885,01500
300886,01500
300887,01500
300888,01500
300889,01500
300890,01500
300891,01500
300892,01500
300893,01500
300894,01500
300895,01500
300896,01500
300897,01500
300898,01500
300899,01500
300900,01500
300901,01500
300902,01500
300903,01500
300904,01500
300905,01500
300906,01500
300907,01500
300908,01500
300909,01500
300911,01500
300912,01500
300913,01500
300914,01500
300915,01500
300916,01500
300917,01500
300918,01500
300919,01500
300920,01500
300921,01500
300922,01500
300923,01500
300924,01500
300925,01500
300926,01500
300927,01500
300928,01500
300929,01500
300930,01500
300931,01500
300932,01500
300933,01500
300934,01500
300935,01500
300936,01500
300937,01500
300938,01500
300939,01500
300940,01500
300941,01500
300942,01500
300943,01500
300944,01500
300945,01500
300946,01500
300947,01500
300948,01500
300949,01500
300950,01500
300951,01500
300952,01500
300953,01500
300954,01500
300955,01500
300956,01500
300957,01500
300958,01500
300959,01500
300960,01500
300961,01500
300962,01500
300963,01500
300964,01500
300966,01500
300967,01500
300968,01500
300969,01500
300970,01500
300972,01500
300973,01500
300974,01500
300975,01500
300976,01500
300977,01500
300978,01500
300979,01500
300980,01500
300981,01500
300982,01500
300983,01500
300984,01500
300985,01500
300986,01500
300987,01500
300988,01500
300989,01500
300990,01500
300991,01500
300992,01500
300994,01500
300996,01500
300997,01500
300998,01500
300999,01500
301000,01500
301001,01500
301002,01500
301003,01500
301004,01500
301005,01500
301006,01500
301007,01500
301008,01500
301009,01500
301010,01500
301011,01500
301012,01500
301013,01500
301014,01500
301015,01500
301016,01500
301017,01500
301018,01500
301019,01500
301020,01500
301021,01500
301022,01500
301023,01500
301024,01500
301025,01500
301026,01500
301027,01500
301028,01500
301029,01500
301030,01500
301031,01500
301032,01500
301033,01500
301034,01500
301035,01500
301036,01500
301037,01500
301038,01500
301039,01500
301040,01500
301041,01500
301042,01500
301043,01500
301044,01500
301045,01500
301046,01500
301047,01500
301048,01500
301049,01500
301050,01500
301051,01500
301053,01500
301054,01500
301055,01500
301056,01500
301057,01500
301058,01500
301059,01500
301060,01500
301061,01500
301062,01500
301063,01500
301064,01500
301065,01500
301066,01500
301068,01500
301069,01500
301070,01500
301071,01500
301072,01500
301073,01500
301074,01500
301075,01500
301076,01500
301077,01500
301078,01500
301079,01500
301080,01500
301081,01500
301082,01500
301084,01500
301085,01500
301086,01500
301087,01500
301088,01500
301089,01500
301090,01500
301091,01500
301092,01500
301093,01500
301094,01500
301095,01500
301096,01500
301097,01500
301098,01500
301099,01500
301100,01500
301101,01500
301102,01500
301103,01500
301104,01500
301105,01500
301106,01500
301107,01500
301108,01500
301109,01500
301110,01500
301111,01500
301112,01500
301113,01500
301114,01500
301115,01500
301116,01500
301117,01500
301118,01500
301119,01500
301120,01500
301121,01500
301122,01500
301123,01500
301124,01500
301125,01500
301126,01500
301127,01500
301128,01500
301129,01500
301130,01500
301131,01500
301132,01500
400001,01500
400002,01500
400003,01500
400004,01500
400005,01500
400006,01500
400007,01500
400008,01500
400009,01500
400010,01500
400011,01500
400012,01500
400013,01500
400014,01500
400015,01500
400016,01500
400017,01500
400018,01500
400019,01500
400020,01500
400021,01500
400022,01500
400023,01500
400024,01500
400025,01500
400026,01500
400027,01500
400028,01500
400029,01500
400030,01500
400031,01500
400032,01500
400033,01500
400034,01500
400035,01500
400036,01500
400037,01500
400038,01500
400039,01500
400040,01500
400041,01500
400042,01500
400043,01500
400044,01500
400045,01500
400046,01500
400047,01500
400048,01500
400049,01500
400050,01500
400051,01500
400052,01500
400053,01500
400054,01500
400055,01500
400056,01500
400057,01500
400058,01500
400059,01500
400060,01500
400061,01500
400062,01500
400063,01500
400064,01500
400065,01500
400066,01500
400067,01500
400068,01500
400069,01500
400070,01500
400071,01500
400072,01500
400073,01500
400074,01500
400075,01500
400076,01500
400077,01500
400078,01500
400079,01500
400080,01500
400081,01500
400082,01500
400083,01500
400084,01500
400085,01500
400086,01500
400087,01500
400088,01500
400089,01500
400090,01500
400091,01500
400092,01500
400093,01500
400094,01500
400095,01500
400096,01500
400097,01500
400098,01500
400099,01500
400100,01500
400101,01500
400102,01500
400103,01500
400104,01500
400105,01500
400106,01500
400107,01500
400108,01500
400109,01500
400110,01500
400111,01500
400112,01500
400113,01500
400114,01500
400115,01500
400116,01500
400117,01500
400118,01500
400119,01500
400120,01500
400121,01500
400122,01500
400123,01500
400124,01500
400125,01500
400126,01500
400127,01500
400128,01500
400129,01500
400130,01500
400131,01500
400132,01500
400133,01500
400134,01500
400135,01500
400136,01500
400137,01500
400138,01500
400139,01500
400140,01500
400141,01500
400142,01500
400143,01500
400144,01500
400145,01500
400146,01500
400147,01500
400149,01500
400150,01500
400151,01500
400152,01500
400153,01500
400154,01500
400155,01500
400156,01500
400157,01500
400158,01500
400159,01500
400160,01500
400161,01500
400162,01500
400163,01500
400164,01500
400165,01500
400166,01500
400167,01500
400168,01500
400169,01500
400170,01500
400171,01500
400172,01500
400173,01500
400174,01500
400175,01500
400176,01500
400177,01500
400178,01500
400179,01500
400180,01500
400181,01500
400182,01500
400183,01500
400184,01500
400185,01500
400186,01500
400187,01500
400188,01500
400189,01500
400190,01500
400191,01500
400192,01500
400193,01500
400194,01500
400195,01500
400196,01500
400197,01500
400198,01500
400199,01500
400200,01500
400201,01500
400202,01500
400203,01500
400204,01500
400205,01500
400206,01500
400207,01500
400208,01500
400209,01500
400210,01500
400211,01500
400212,01500
400213,01500
400214,01500
400215,01500
400216,01500
400217,01500
400218,01500
400219,01500
400220,01500
400221,01500
400222,01500
400223,01500
400224,01500
400225,01500
400226,01500
400227,01500
400228,01500
400229,01500
400230,01500
400231,01500
400232,01500
400233,01500
400234,01500
400235,01500
400236,01500
400237,01500
400238,01500
400239,01500
400240,01500
400241,01500
400242,01500
400243,01500
400244,01500
400245,01500
400246,01500
400247,01500
400248,01500
400249,01500
400250,01500
400251,01500
400252,01500
400253,01500
400254,01500
400255,01500
400256,01500
400257,01500
400258,01500
400259,01500
400260,01500
400261,01500
400262,01500
400263,01500
400264,01500
400265,01500
400266,01500
400267,01500
400268,01500
400269,01500
400270,01500
400271,01500
400272,01500
400273,01500
400274,01500
400275,01500
400276,01500
400277,01500
400278,01500
400279,01500
400280,01500
400281,01500
400282,01500
400283,01500
400284,01500
400285,01500
400286,01500
400287,01500
400288,01500
400289,01500
400290,01500
400291,01500
400292,01500
400293,01500
400294,01500
400295,01500
400296,01500
400297,01500
400298,01500
400299,01500
400300,01500
400301,01500
400302,01500
400303,01500
400304,01500
400305,01500
400306,01500
400307,01500
400308,01500
400309,01500
400310,01500
400311,01500
400312,01500
400313,01500
400314,01500
400315,01500
400316,01500
400317,01500
400318,01500
400319,01500
400320,01500
400321,01500
400322,01500
400324,01500
400325,01500
400326,01500
400327,01500
400328,01500
400329,01500
400330,01500
400331,01500
400332,01500
400333,01500
400334,01500
400335,01500
400336,01500
400337,01500
400338,01500
400339,01500
400340,01500
400341,01500
400342,01500
400343,01500
400345,01500
400346,01500
400347,01500
400348,01500
400349,01500
400350,01500
400351,01500
400352,01500
400353,01500
400354,01500
400355,01500
400356,01500
400357,01500
400358,01500
400359,01500
400360,01500
400361,01500
400362,01500
400363,01500
400364,01500
400365,01500
400366,01500
400367,01500
400368,01500
400369,01500
400370,01500
400371,01500
400372,01500
400373,01500
400374,01500
400375,01500
400376,01500
400377,01500
400378,01500
400379,01500
400380,01500
400381,01500
400382,01500
400383,01500
400384,01500
400385,01500
400386,01500
400387,01500
400388,01500
400389,01500
400390,01500
400391,01500
400392,01500
400393,01500
400394,01500
400395,01500
400396,01500
400397,01500
400398,01500
400399,01500
400400,01500
400401,01500
400402,01500
400403,01500
400404,01500
400405,01500
400406,01500
400407,01500
400408,01500
400409,01500
400410,01500
400411,01500
400412,01500
400413,01500
400414,01500
400415,01500
400416,01500
400417,01500
400418,01500
400419,01500
400420,01500
400421,01500
400422,01500
400423,01500
400424,01500
400425,01500
400426,01500
400427,01500
400428,01500
400429,01500
400430,01500
400431,01500
400432,01500
400433,01500
400434,01500
400435,01500
400436,01500
400437,01500
400438,01500
400439,01500
400440,01500
400441,01500
400442,01500
400443,01500
400444,01500
400445,01500
400446,01500
400447,01500
400448,01500
400449,01500
400450,01500
400451,01500
400452,01500
400453,01500
400454,01500
400455,01500
400456,01500
400457,01500
400458,01500
400459,01500
400460,01500
400461,01500
400462,01500
400464,01500
400465,01500
400466,01500
400467,01500
400468,01500
400469,01500
400470,01500
400471,01500
400472,01500
400473,01500
400474,01500
400475,01500
400476,01500
400477,01500
400478,01500
400479,01500
400480,01500
400481,01500
400482,01500
400483,01500
400484,01500
400485,01500
400486,01500
400487,01500
400488,01500
400489,01500
400490,01500
400491,01500
400492,01500
400493,01500
400494,01500
400495,01500
400496,01500
400497,01500
400498,01500
400499,01500
400500,01500
400501,01500
400502,01500
400503,01500
400504,01500
400505,01500
400506,01500
400507,01500
400508,01500
400509,01500
400510,01500
400511,01500
400512,01500
400513,01500
400514,01500
400515,01500
400516,01500
400517,01500
400518,01500
400520,01500
400521,01500
400522,01500
400523,01500
400524,01500
400525,01500
400526,01500
400527,01500
400528,01500
400529,01500
400530,01500
400531,01500
400532,01500
400533,01500
400534,01500
400535,01500
400537,01500
400538,01500
400539,01500
400540,01500
400542,01500
400543,01500
400544,01500
400545,01500
400546,01500
400547,01500
400548,01500
400550,01500
400551,01500
400552,01500
400553,01500
400554,01500
400555,01500
400556,01500
400557,01500
400558,01500
400559,01500
400560,01500
400561,01500
400562,01500
400563,01500
400564,01500
400565,01500
400566,01500
400567,01500
400568,01500
400569,01500
400570,01500
400571,01500
400572,01500
400573,01500
400574,01500
400575,01500
400576,01500
400577,01500
400578,01500
400579,01500
400580,01500
400581,01500
400582,01500
400583,01500
400584,01500
400585,01500
400586,01500
400587,01500
400588,01500
400589,01500
400590,01500
400591,01500
400592,01500
400593,01500
400594,01500
400595,01500
400596,01500
400597,01500
400598,01500
400599,01500
400600,01500
400601,01500
400603,01500
400604,01500
400605,01500
400607,01500
400608,01500
400609,01500
400610,01500
400611,01500
400612,01500
400613,01500
400614,01500
400615,01500
400616,01500
400617,01500
400618,01500
400619,01500
400620,01500
400621,01500
400622,01500
400623,01500
400624,01500
400625,01500
400626,01500
400627,01500
400628,01500
400629,01500
400630,01500
400631,01500
400632,01500
400633,01500
400634,01500
400636,01500
400637,01500
400638,01500
400639,01500
400640,01500
400641,01500
500001,01500
500002,01500
500003,01500
500004,01500
500005,01500
500006,01500
500007,01500
500008,01500
500009,01500
500010,01500
500011,01500
500012,01500
500013,01500
500014,01500
500015,01500
500017,01500
500018,01500
500019,01500
500020,01500
500021,01500
500022,01500
500023,01500
500024,01500
500025,01500
500026,01500
500027,01500
500028,01500
500029,01500
500032,01500
500033,01500
500034,01500
500035,01500
500036,01500
500037,01500
500038,01500
500039,01500
500040,01500
500041,01500
500042,01500
500043,01500
500044,01500
500045,01500
500046,01500
500047,01500
500048,01500
500049,01500
500050,01500
500051,01500
500052,01500
500053,01500
500054,01500
500055,01500
500056,01500
500057,01500
500058,01500
500059,01500
500060,01500
500061,01500
500062,01500
500063,01500
500064,01500
500065,01500
500066,01500
500067,01500
500068,01500
500069,01500
500070,01500
500071,01500
500073,01500
500074,01500
500075,01500
500076,01500
500077,01500
500078,01500
500079,01500
500080,01500
500081,01500
500082,01500
500083,01500
500084,01500
500085,01500
500086,01500
500087,01500
500088,01500
500089,01500
500090,01500
500091,01500
500093,01500
500094,01500
500096,01500
500098,01500
500100,01500
500101,01500
500102,01500
500103,01500
500104,01500
500105,01500
500106,01500
500107,01500
500108,01500
500109,01500
500110,01500
500111,01500
500112,01500
500113,01500
500114,01500
500115,01500
500116,01500
500117,01500
500119,01500
500120,01500
500121,01500
500122,01500
500123,01500
500124,01500
500125,01500
500126,01500
500127,01500
500128,01500
500129,01500
500130,01500
500131,01500
500132,01500
500133,01500
500134,01500
500135,01500
500136,01500
500138,01500
500140,01500
500141,01500
500142,01500
500143,01500
500144,01500
500145,01500
500146,01500
500147,01500
500148,01500
500149,01500
500150,01500
500151,01500
500152,01500
500153,01500
500154,01500
500155,01500
500156,01500
500157,01500
500158,01500
500159,01500
500160,01500
500161,01500
500162,01500
500163,01500
500164,01500
500165,01500
500166,01500
500167,01500
500168,01500
500169,01500
500170,01500
500171,01500
500172,01500
500173,01500
500174,01500
500175,01500
500176,01500
500177,01500
500178,01500
500179,01500
500180,01500
500181,01500
500182,01500
500183,01500
500184,01500
500185,01500
500186,01500
500187,01500
500188,01500
500189,01500
500190,01500
500191,01500
500192,01500
500193,01500
500194,01500
500195,01500
500196,01500
500197,01500
500198,01500
500199,01500
500200,01500
500201,01500
500202,01500
500203,01500
500204,01500
500205,01500
500206,01500
500207,01500
500208,01500
500209,01500
500210,01500
500211,01500
500212,01500
500213,01500
500214,01500
500215,01500
500216,01500
500217,01500
500218,01500
500219,01500
500220,01500
500222,01500
500223,01500
500225,01500
500226,01500
500227,01500
500228,01500
500229,01500
500230,01500
500231,01500
500232,01500
500233,01500
500234,01500
500235,01500
500237,01500
500238,01500
500239,01500
500240,01500
500241,01500
500243,01500
500244,01500
500245,01500
500246,01500
500247,01500
500248,01500
500249,01500
500250,01500
500251,01500
500252,01500
500253,01500
500255,01500
500256,01500
500257,01500
500258,01500
500259,01500
500260,01500
500263,01500
500264,01500
500265,01500
500266,01500
500267,01500
500268,01500
500269,01500
500270,01500
500271,01500
500272,01500
500273,01500
500274,01500
500275,01500
500276,01500
500277,01500
500278,01500
500279,01500
500280,01500
500281,01500
500282,01500
500283,01500
500284,01500
500285,01500
500286,01500
500287,01500
600001,01500
600002,01500
600003,01500
600004,01500
600005,01500
600006,01500
600007,01500
600008,01500
600009,01500
600010,01500
600011,01500
600012,01500
600013,01500
600014,01500
600015,01500
600017,01500
600018,01500
600019,01500
600020,01500
600021,01500
600022,01500
600023,01500
600024,01500
600025,01500
600026,01500
600027,01500
600028,01500
600029,01500
600030,01500
600032,01500
600033,01500
600034,01500
600035,01500
600036,01500
600037,01500
600038,01500
600039,01500
600040,01500
600041,01500
600042,01500
600044,01500
600045,01500
600046,01500
600047,01500
600048,01500
600049,01500
600050,01500
600051,01500
600052,01500
600053,01500
600054,01500
600055,01500
600056,01500
600057,01500
600058,01500
600059,01500
600060,01500
600061,01500
600062,01500
600064,01500
600066,01500
600067,01500
600068,01500
600069,01500
600070,01500
600071,01500
600072,01500
600073,01500
600075,01500
600076,01500
600077,01500
600078,01500
600079,01500
600080,01500
600081,01500
600082,01500
600083,01500
600084,01500
600085,01500
600086,01500
600087,01500
600088,01500
600089,01500
600090,01500
600091,01500
600092,01500
600093,01500
600094,01500
600095,01500
600096,01500
600097,01500
600098,01500
600099,01500
600100,01500
600101,01500
600102,01500
600103,01500
600105,01500
600106,01500
600107,01500
700001,01500
700002,01500
700003,01500
700005,01500
700006,01500
700007,01500
700008,01500
700009,01500
700010,01500
700011,01500
700012,01500
700013,01500
700014,01500
700015,01500
700016,01500
700017,01500
700019,01500
700020,01500
700021,01500
700022,01500
700023,01500
700024,01500
700025,01500
700026,01500
700027,01500
700028,01500
700029,01500
700030,01500
700031,01500
700032,01500
700033,01500
700034,01500
700035,01500
700036,01500
700037,01500
700038,01500
700039,01500
700040,01500
700041,01500
700042,01500
700043,01500
700044,01500
700045,01500
700046,01500
700047,01500
700048,01500
700049,01500
700050,01500
700051,01500
700052,01500
700053,01500
700054,01500
700055,01500
700056,01500
700057,01500
700058,01500
700059,01500
700060,01500
700061,01500
700062,01500
700063,01500
700064,01500
700065,01500
700066,01500
700068,01500
700069,01500
700070,01500
700071,01500
700072,01500
700073,01500
700074,01500
700075,01500
700076,01500
700077,01500
700078,01500
700079,01500
700080,01500
700081,01500
700082,01500
700083,01500
700084,01500
700085,01500
700086,01500
700087,01500
700088,01500
700089,01500
700090,01500
700091,01500
700092,01500
700093,01500
700094,01500
700095,01500
700097,01500
700098,01500
700099,01500
700100,01500
700101,01500
700102,01500
700103,01500
700105,01500
700106,01500
700107,01500
700108,01500
700109,01500
700110,01500
700111,01500
700112,01500
700113,01500
700114,01500
700115,01500
700116,01500
700117,01500
700118,01500
700121,01500
700122,01500
700123,01500
700124,01500
700125,01500
700126,01500
700127,01500
700128,01500
700129,01500
700130,01500
700131,01500
700132,01500
700133,01500
700134,01500
700135,01500
700136,01500
700137,01500
700138,01500
700139,01500
700140,01500
700141,01500
700142,01500
700143,01500
700144,01500
700145,01500
700146,01500
700147,01500
700148,01500
700149,01500
700150,01500
700151,01500
700152,01500
700155,01500
700156,01500
700157,01500
700158,01500
700160,01500
700161,01500
700162,01500
700163,01500
700164,01500
700165,01500
700167,01500
700168,01500
700169,01500
700170,01500
700171,01500
700172,01500
700173,01500
700174,01500
700175,01500
700176,01500
700177,01500
700178,01500
700179,01500
700180,01500
700181,01500
700182,01500
700183,01500
700184,01500
700185,01500
700186,01500
700187,01500
700190,01500
700191,01500
700192,01500
700193,01500
700195,01500
700196,01500
700197,01500
700198,01500
700199,01500
700200,01500
700201,01500
700202,01500
700203,01500
700204,01500
700205,01500
700206,01500
700207,01500
700208,01500
700209,01500
700210,01500
700211,01500
700212,01500
700213,01500
700214,01500
700216,01500
700217,01500
700218,01500
700219,01500
700220,01500
700221,01500
700222,01500
700225,01500
700226,01500
700227,01500
700228,01500
700229,01500
700230,01500
700231,01500
700232,01500
700233,01500
700234,01500
700235,01500
700236,01500
700237,01500
700238,01500
700239,01500
700240,01500
700241,01500
700242,01500
700243,01500
700244,01500
700245,01500
700246,01500
700247,01500
700248,01500
700249,01500
700250,01500
700251,01500
700252,01500
700253,01500
700254,01500
700255,01500
700256,01500
700259,01500
700260,01500
700261,01500
700262,01500
700263,01500
700264,01500
700265,01500
700266,01500
700267,01500
700268,01500
700269,01500
700270,01500
700271,01500
700272,01500
700273,01500
700274,01500
700276,01500
700277,01500
700278,01500
700279,01500
700280,01500
700281,01500
700282,01500
700283,01500
700284,01500
700285,01500
700287,01500
700288,01500
700289,01500
700290,01500
700291,01500
700292,01500
700293,01500
700294,01500
700295,01500
700296,01500
700297,01500
700298,01500
700299,01500
700300,01500
700301,01500
700302,01500
700303,01500
700304,01500
700305,01500
700306,01500
700307,01500
700308,01500
700309,01500
700310,01500
700311,01500
700312,01500
700313,01500
700314,01500
700315,01500
700316,01500
700317,01500
700318,01500
700319,01500
700320,01500
700321,01500
700322,01500
700323,01500
700324,01500
700325,01500
700326,01500
700330,01500
700331,01500
700332,01500
700333,01500
700334,01500
700335,01500
700337,01500
700338,01500
700339,01500
700340,01500
700341,01500
700342,01500
700343,01500
700345,01500
700346,01500
700347,01500
700348,01500
700350,01500
700351,01500
700352,01500
700353,01500
700354,01500
700355,01500
700356,01500
700357,01500
700358,01500
700359,01500
700360,01500
700361,01500
700363,01500
700364,01500
700366,01500
700367,01500
700368,01500
700369,01500
700370,01500
700371,01500
700372,01500
700373,01500
700374,01500
700375,01500
700376,01500
700377,01500
700379,01500
700380,01500
700381,01500
700382,01500
700383,01500
700384,01500
700385,01500
700386,01500
700387,01500
800001,01500
800002,01500
800003,01500
800004,01500
800005,01500
800006,01500
800007,01500
800008,01500
800009,01500
800010,01500
800011,01500
800012,01500
800013,01500
800014,01500
800015,01500
800016,01500
800017,01500
800018,01500
800019,01500
800020,01500
800021,01500
800022,01500
800023,01500
800024,01500
800025,01500
800027,01500
800028,01500
800029,01500
800030,01500
800031,01500
800032,01500
800034,01500
800035,01500
800036,01500
800037,01500
800038,01500
800039,01500
800040,01500
800041,01500
800042,01500
800043,01500
800044,01500
800045,01500
800046,01500
800047,01500
800048,01500
800049,01500
800050,01500
800051,01500
800052,01500
800053,01500
800054,01500
800055,01500
800056,01500
800057,01500
800058,01500
800059,01500
800060,01500
800061,01500
800062,01500
800063,01500
800064,01500
800065,01500
800066,01500
800067,01500
800068,01500
800069,01500
800070,01500
800071,01500
800072,01500
800073,01500
800074,01500
800075,01500
800076,01500
800077,01500
800078,01500
800079,01500
800080,01500
800081,01500
800082,01500
800084,01500
800085,01500
800086,01500
800087,01500
800088,01500
800089,01500
800090,01500
800091,01500
800092,01500
800093,01500
800094,01500
800095,01500
800096,01500
800097,01500
800098,01500
800099,01500
800100,01500
800101,01500
800103,01500
800104,01500
800105,01500
800106,01500
800107,01500
800108,01500
800109,01500
800110,01500
800111,01500
800113,01500
800114,01500
800115,01500
800116,01500
800117,01500
800118,01500
800119,01500
800120,01500
800121,01500
800122,01500
800123,01500
800124,01500
800125,01500
800126,01500
800127,01500
800128,01500
800129,01500
800130,01500
800131,01500
800132,01500
800133,01500
800134,01500
800135,01500
800136,01500
800137,01500
800138,01500
800140,01500
800141,01500
800142,01500
800143,01500
800144,01500
800145,01500
800146,01500
800147,01500
800148,01500
800149,01500
800150,01500
800151,01500
800152,01500
800153,01500
800154,01500
800155,01500
800156,01500
800157,01500
800158,01500
800159,01500
800160,01500
800161,01500
800163,01500
800164,01500
800165,01500
800166,01500
800167,01500
800168,01500
800169,01500
800170,01500
800171,01500
800172,01500
800173,01500
800174,01500
800175,01500
800176,01500
800177,01500
800180,01500
800181,01500
800182,01500
800183,01500
800184,01500
800185,01500
800186,01500
800187,01500
800188,01500
800189,01500
800190,01500
800191,01500
800192,01500
800193,01500
800194,01500
800195,01500
800196,01500
800197,01500
800198,01500
800199,01500
800200,01500
800201,01500
800202,01500
800203,01500
800204,01500
800205,01500
800206,01500
800207,01500
800208,01500
800209,01500
800210,01500
