hh_id,taz,income,workers,size,autos,autonomousVehicles,walk_subzone,cdap_pattern,jtf_pattern,humanVehicles
3757,188,122820,2,2,1,0,1,MN,0_tours,1
3758,188,122820,2,2,1,1,1,MN,0_tours,0
3759,188,122820,2,2,2,0,1,MN,0_tours,2
3760,188,122820,2,2,2,1,1,MN,0_tours,1
3761,189,12878,2,2,0,0,1,MN,0_tours,0
3762,189,12878,2,2,1,0,1,MN,0_tours,1
3763,189,12878,2,2,1,1,1,MN,0_tours,0
3764,189,12878,2,2,2,0,1,MN,0_tours,2
3765,189,12878,2,2,2,1,1,MN,0_tours,1
3766,189,35282,2,2,0,0,1,MN,0_tours,0
3767,189,35282,2,2,1,0,1,MN,0_tours,1
3768,189,35282,2,2,1,1,1,MN,0_tours,0
3769,189,35282,2,2,2,0,1,MN,0_tours,2
3770,189,35282,2,2,2,1,1,MN,0_tours,1
3771,189,61799,2,2,0,0,1,MN,0_tours,0
3772,189,61799,2,2,1,0,1,MN,0_tours,1
3773,189,61799,2,2,1,1,1,MN,0_tours,0
3774,189,61799,2,2,2,0,1,MN,0_tours,2
3775,189,61799,2,2,2,1,1,MN,0_tours,1
3776,189,122820,2,2,0,0,1,MN,0_tours,0
3777,189,122820,2,2,1,0,1,MN,0_tours,1
3778,189,122820,2,2,1,1,1,MN,0_tours,0
3779,189,122820,2,2,2,0,1,MN,0_tours,2
3780,189,122820,2,2,2,1,1,MN,0_tours,1
3781,190,12878,2,2,0,0,1,MN,0_tours,0
3782,190,12878,2,2,1,0,1,MN,0_tours,1
3783,190,12878,2,2,1,1,1,MN,0_tours,0
3784,190,12878,2,2,2,0,1,MN,0_tours,2
3785,190,12878,2,2,2,1,1,MN,0_tours,1
3786,190,35282,2,2,0,0,1,MN,0_tours,0
3787,190,35282,2,2,1,0,1,MN,0_tours,1
3788,190,35282,2,2,1,1,1,MN,0_tours,0
3789,190,35282,2,2,2,0,1,MN,0_tours,2
3790,190,35282,2,2,2,1,1,MN,0_tours,1
3791,190,61799,2,2,0,0,1,MN,0_tours,0
3792,190,61799,2,2,1,0,1,MN,0_tours,1
3793,190,61799,2,2,1,1,1,MN,0_tours,0
3794,190,61799,2,2,2,0,1,MN,0_tours,2
3795,190,61799,2,2,2,1,1,MN,0_tours,1
3796,190,122820,2,2,0,0,1,MN,0_tours,0
3797,190,122820,2,2,1,0,1,MN,0_tours,1
3798,190,122820,2,2,1,1,1,MN,0_tours,0
3799,190,122820,2,2,2,0,1,MN,0_tours,2
3800,190,122820,2,2,2,1,1,MN,0_tours,1
3801,191,12878,2,2,0,0,1,MN,0_tours,0
3802,191,12878,2,2,1,0,1,MN,0_tours,1
3803,191,12878,2,2,1,1,1,MN,0_tours,0
3804,191,12878,2,2,2,0,1,MN,0_tours,2
3805,191,12878,2,2,2,1,1,MN,0_tours,1
3806,191,35282,2,2,0,0,1,MN,0_tours,0
3807,191,35282,2,2,1,0,1,MN,0_tours,1
3808,191,35282,2,2,1,1,1,MN,0_tours,0
3809,191,35282,2,2,2,0,1,MN,0_tours,2
3810,191,35282,2,2,2,1,1,MN,0_tours,1
3811,191,61799,2,2,0,0,1,MN,0_tours,0
3812,191,61799,2,2,1,0,1,MN,0_tours,1
3813,191,61799,2,2,1,1,1,MN,0_tours,0
3814,191,61799,2,2,2,0,1,MN,0_tours,2
3815,191,61799,2,2,2,1,1,MN,0_tours,1
3816,191,122820,2,2,0,0,1,MN,0_tours,0
3817,191,122820,2,2,1,0,1,MN,0_tours,1
3818,191,122820,2,2,1,1,1,MN,0_tours,0
3819,191,122820,2,2,2,0,1,MN,0_tours,2
3820,191,122820,2,2,2,1,1,MN,0_tours,1
3821,192,12878,2,2,0,0,1,MN,0_tours,0
3822,192,12878,2,2,1,0,1,MN,0_tours,1
3823,192,12878,2,2,1,1,1,MN,0_tours,0
3824,192,12878,2,2,2,0,1,MN,0_tours,2
3825,192,12878,2,2,2,1,1,MN,0_tours,1
3826,192,35282,2,2,0,0,1,MN,0_tours,0
3827,192,35282,2,2,1,0,1,MN,0_tours,1
3828,192,35282,2,2,1,1,1,MN,0_tours,0
3829,192,35282,2,2,2,0,1,MN,0_tours,2
3830,192,35282,2,2,2,1,1,MN,0_tours,1
3831,192,61799,2,2,0,0,1,MN,0_tours,0
3832,192,61799,2,2,1,0,1,MN,0_tours,1
3833,192,61799,2,2,1,1,1,MN,0_tours,0
3834,192,61799,2,2,2,0,1,MN,0_tours,2
3835,192,61799,2,2,2,1,1,MN,0_tours,1
3836,192,122820,2,2,0,0,1,MN,0_tours,0
3837,192,122820,2,2,1,0,1,MN,0_tours,1
3838,192,122820,2,2,1,1,1,MN,0_tours,0
3839,192,122820,2,2,2,0,1,MN,0_tours,2
3840,192,122820,2,2,2,1,1,MN,0_tours,1
3841,193,12878,2,2,0,0,1,MN,0_tours,0
3842,193,12878,2,2,1,0,1,MN,0_tours,1
3843,193,12878,2,2,1,1,1,MN,0_tours,0
3844,193,12878,2,2,2,0,1,MN,0_tours,2
3845,193,12878,2,2,2,1,1,MN,0_tours,1
3846,193,35282,2,2,0,0,1,MN,0_tours,0
3847,193,35282,2,2,1,0,1,MN,0_tours,1
3848,193,35282,2,2,1,1,1,MN,0_tours,0
3849,193,35282,2,2,2,0,1,MN,0_tours,2
3850,193,35282,2,2,2,1,1,MN,0_tours,1
3851,193,61799,2,2,0,0,1,MN,0_tours,0
3852,193,61799,2,2,1,0,1,MN,0_tours,1
3853,193,61799,2,2,1,1,1,MN,0_tours,0
3854,193,61799,2,2,2,0,1,MN,0_tours,2
3855,193,61799,2,2,2,1,1,MN,0_tours,1
3856,193,122820,2,2,0,0,1,MN,0_tours,0
3857,193,122820,2,2,1,0,1,MN,0_tours,1
3858,193,122820,2,2,1,1,1,MN,0_tours,0
3859,193,122820,2,2,2,0,1,MN,0_tours,2
3860,193,122820,2,2,2,1,1,MN,0_tours,1
3861,194,12878,2,2,0,0,1,MN,0_tours,0
3862,194,12878,2,2,1,0,1,MN,0_tours,1
3863,194,12878,2,2,1,1,1,MN,0_tours,0
3864,194,12878,2,2,2,0,1,MN,0_tours,2
3865,194,12878,2,2,2,1,1,MN,0_tours,1
3866,194,35282,2,2,0,0,1,MN,0_tours,0
3867,194,35282,2,2,1,0,1,MN,0_tours,1
3868,194,35282,2,2,1,1,1,MN,0_tours,0
3869,194,35282,2,2,2,0,1,MN,0_tours,2
3870,194,35282,2,2,2,1,1,MN,0_tours,1
3871,194,61799,2,2,0,0,1,MN,0_tours,0
3872,194,61799,2,2,1,0,1,MN,0_tours,1
3873,194,61799,2,2,1,1,1,MN,0_tours,0
3874,194,61799,2,2,2,0,1,MN,0_tours,2
3875,194,61799,2,2,2,1,1,MN,0_tours,1
3876,194,122820,2,2,0,0,1,MN,0_tours,0
3877,194,122820,2,2,1,0,1,MN,0_tours,1
3878,194,122820,2,2,1,1,1,MN,0_tours,0
3879,194,122820,2,2,2,0,1,MN,0_tours,2
3880,194,122820,2,2,2,1,1,MN,0_tours,1
3881,195,12878,2,2,0,0,1,MN,0_tours,0
3882,195,12878,2,2,1,0,1,MN,0_tours,1
3883,195,12878,2,2,1,1,1,MN,0_tours,0
3884,195,12878,2,2,2,0,1,MN,0_tours,2
3885,195,12878,2,2,2,1,1,MN,0_tours,1
3886,195,35282,2,2,0,0,1,MN,0_tours,0
3887,195,35282,2,2,1,0,1,MN,0_tours,1
3888,195,35282,2,2,1,1,1,MN,0_tours,0
3889,195,35282,2,2,2,0,1,MN,0_tours,2
3890,195,35282,2,2,2,1,1,MN,0_tours,1
3891,195,61799,2,2,0,0,1,MN,0_tours,0
3892,195,61799,2,2,1,0,1,MN,0_tours,1
3893,195,61799,2,2,1,1,1,MN,0_tours,0
3894,195,61799,2,2,2,0,1,MN,0_tours,2
3895,195,61799,2,2,2,1,1,MN,0_tours,1
3896,195,122820,2,2,0,0,1,MN,0_tours,0
3897,195,122820,2,2,1,0,1,MN,0_tours,1
3898,195,122820,2,2,1,1,1,MN,0_tours,0
3899,195,122820,2,2,2,0,1,MN,0_tours,2
3900,195,122820,2,2,2,1,1,MN,0_tours,1
3901,196,12878,2,2,0,0,1,MN,0_tours,0
3902,196,12878,2,2,1,0,1,MN,0_tours,1
3903,196,12878,2,2,1,1,1,MN,0_tours,0
3904,196,12878,2,2,2,0,1,MN,0_tours,2
3905,196,12878,2,2,2,1,1,MN,0_tours,1
3906,196,35282,2,2,0,0,1,MN,0_tours,0
3907,196,35282,2,2,1,0,1,MN,0_tours,1
3908,196,35282,2,2,1,1,1,MN,0_tours,0
3909,196,35282,2,2,2,0,1,MN,0_tours,2
3910,196,35282,2,2,2,1,1,MN,0_tours,1
3911,196,61799,2,2,0,0,1,MN,0_tours,0
3912,196,61799,2,2,1,0,1,MN,0_tours,1
3913,196,61799,2,2,1,1,1,MN,0_tours,0
3914,196,61799,2,2,2,0,1,MN,0_tours,2
3915,196,61799,2,2,2,1,1,MN,0_tours,1
3916,196,122820,2,2,0,0,1,MN,0_tours,0
3917,196,122820,2,2,1,0,1,MN,0_tours,1
3918,196,122820,2,2,1,1,1,MN,0_tours,0
3919,196,122820,2,2,2,0,1,MN,0_tours,2
3920,196,122820,2,2,2,1,1,MN,0_tours,1
3921,197,12878,2,2,0,0,1,MN,0_tours,0
3922,197,12878,2,2,1,0,1,MN,0_tours,1
3923,197,12878,2,2,1,1,1,MN,0_tours,0
3924,197,12878,2,2,2,0,1,MN,0_tours,2
3925,197,12878,2,2,2,1,1,MN,0_tours,1
3926,197,35282,2,2,0,0,1,MN,0_tours,0
3927,197,35282,2,2,1,0,1,MN,0_tours,1
3928,197,35282,2,2,1,1,1,MN,0_tours,0
3929,197,35282,2,2,2,0,1,MN,0_tours,2
3930,197,35282,2,2,2,1,1,MN,0_tours,1
3931,197,61799,2,2,0,0,1,MN,0_tours,0
3932,197,61799,2,2,1,0,1,MN,0_tours,1
3933,197,61799,2,2,1,1,1,MN,0_tours,0
3934,197,61799,2,2,2,0,1,MN,0_tours,2
3935,197,61799,2,2,2,1,1,MN,0_tours,1
3936,197,122820,2,2,0,0,1,MN,0_tours,0
3937,197,122820,2,2,1,0,1,MN,0_tours,1
3938,197,122820,2,2,1,1,1,MN,0_tours,0
3939,197,122820,2,2,2,0,1,MN,0_tours,2
3940,197,122820,2,2,2,1,1,MN,0_tours,1
3941,198,12878,2,2,0,0,1,MN,0_tours,0
3942,198,12878,2,2,1,0,1,MN,0_tours,1
3943,198,12878,2,2,1,1,1,MN,0_tours,0
3944,198,12878,2,2,2,0,1,MN,0_tours,2
3945,198,12878,2,2,2,1,1,MN,0_tours,1
3946,198,35282,2,2,0,0,1,MN,0_tours,0
3947,198,35282,2,2,1,0,1,MN,0_tours,1
3948,198,35282,2,2,1,1,1,MN,0_tours,0
3949,198,35282,2,2,2,0,1,MN,0_tours,2
3950,198,35282,2,2,2,1,1,MN,0_tours,1
3951,198,61799,2,2,0,0,1,MN,0_tours,0
3952,198,61799,2,2,1,0,1,MN,0_tours,1
3953,198,61799,2,2,1,1,1,MN,0_tours,0
3954,198,61799,2,2,2,0,1,MN,0_tours,2
3955,198,61799,2,2,2,1,1,MN,0_tours,1
3956,198,122820,2,2,0,0,1,MN,0_tours,0
3957,198,122820,2,2,1,0,1,MN,0_tours,1
3958,198,122820,2,2,1,1,1,MN,0_tours,0
3959,198,122820,2,2,2,0,1,MN,0_tours,2
3960,198,122820,2,2,2,1,1,MN,0_tours,1
3961,199,12878,2,2,0,0,1,MN,0_tours,0
3962,199,12878,2,2,1,0,1,MN,0_tours,1
3963,199,12878,2,2,1,1,1,MN,0_tours,0
3964,199,12878,2,2,2,0,1,MN,0_tours,2
3965,199,12878,2,2,2,1,1,MN,0_tours,1
3966,199,35282,2,2,0,0,1,MN,0_tours,0
3967,199,35282,2,2,1,0,1,MN,0_tours,1
3968,199,35282,2,2,1,1,1,MN,0_tours,0
3969,199,35282,2,2,2,0,1,MN,0_tours,2
3970,199,35282,2,2,2,1,1,MN,0_tours,1
3971,199,61799,2,2,0,0,1,MN,0_tours,0
3972,199,61799,2,2,1,0,1,MN,0_tours,1
3973,199,61799,2,2,1,1,1,MN,0_tours,0
3974,199,61799,2,2,2,0,1,MN,0_tours,2
3975,199,61799,2,2,2,1,1,MN,0_tours,1
3976,199,122820,2,2,0,0,1,MN,0_tours,0
3977,199,122820,2,2,1,0,1,MN,0_tours,1
3978,199,122820,2,2,1,1,1,MN,0_tours,0
3979,199,122820,2,2,2,0,1,MN,0_tours,2
3980,199,122820,2,2,2,1,1,MN,0_tours,1
3981,200,12878,2,2,0,0,1,MN,0_tours,0
3982,200,12878,2,2,1,0,1,MN,0_tours,1
3983,200,12878,2,2,1,1,1,MN,0_tours,0
3984,200,12878,2,2,2,0,1,MN,0_tours,2
3985,200,12878,2,2,2,1,1,MN,0_tours,1
3986,200,35282,2,2,0,0,1,MN,0_tours,0
3987,200,35282,2,2,1,0,1,MN,0_tours,1
3988,200,35282,2,2,1,1,1,MN,0_tours,0
3989,200,35282,2,2,2,0,1,MN,0_tours,2
3990,200,35282,2,2,2,1,1,MN,0_tours,1
3991,200,61799,2,2,0,0,1,MN,0_tours,0
3992,200,61799,2,2,1,0,1,MN,0_tours,1
3993,200,61799,2,2,1,1,1,MN,0_tours,0
3994,200,61799,2,2,2,0,1,MN,0_tours,2
3995,200,61799,2,2,2,1,1,MN,0_tours,1
3996,200,122820,2,2,0,0,1,MN,0_tours,0
3997,200,122820,2,2,1,0,1,MN,0_tours,1
3998,200,122820,2,2,1,1,1,MN,0_tours,0
3999,200,122820,2,2,2,0,1,MN,0_tours,2
4000,200,122820,2,2,2,1,1,MN,0_tours,1
4001,201,12878,2,2,0,0,1,MN,0_tours,0
4002,201,12878,2,2,1,0,1,MN,0_tours,1
4003,201,12878,2,2,1,1,1,MN,0_tours,0
4004,201,12878,2,2,2,0,1,MN,0_tours,2
4005,201,12878,2,2,2,1,1,MN,0_tours,1
4006,201,35282,2,2,0,0,1,MN,0_tours,0
4007,201,35282,2,2,1,0,1,MN,0_tours,1
4008,201,35282,2,2,1,1,1,MN,0_tours,0
4009,201,35282,2,2,2,0,1,MN,0_tours,2
4010,201,35282,2,2,2,1,1,MN,0_tours,1
4011,201,61799,2,2,0,0,1,MN,0_tours,0
4012,201,61799,2,2,1,0,1,MN,0_tours,1
4013,201,61799,2,2,1,1,1,MN,0_tours,0
4014,201,61799,2,2,2,0,1,MN,0_tours,2
4015,201,61799,2,2,2,1,1,MN,0_tours,1
4016,201,122820,2,2,0,0,1,MN,0_tours,0
4017,201,122820,2,2,1,0,1,MN,0_tours,1
4018,201,122820,2,2,1,1,1,MN,0_tours,0
4019,201,122820,2,2,2,0,1,MN,0_tours,2
4020,201,122820,2,2,2,1,1,MN,0_tours,1
4021,202,12878,2,2,0,0,1,MN,0_tours,0
4022,202,12878,2,2,1,0,1,MN,0_tours,1
4023,202,12878,2,2,1,1,1,MN,0_tours,0
4024,202,12878,2,2,2,0,1,MN,0_tours,2
4025,202,12878,2,2,2,1,1,MN,0_tours,1
4026,202,35282,2,2,0,0,1,MN,0_tours,0
4027,202,35282,2,2,1,0,1,MN,0_tours,1
4028,202,35282,2,2,1,1,1,MN,0_tours,0
4029,202,35282,2,2,2,0,1,MN,0_tours,2
4030,202,35282,2,2,2,1,1,MN,0_tours,1
4031,202,61799,2,2,0,0,1,MN,0_tours,0
4032,202,61799,2,2,1,0,1,MN,0_tours,1
4033,202,61799,2,2,1,1,1,MN,0_tours,0
4034,202,61799,2,2,2,0,1,MN,0_tours,2
4035,202,61799,2,2,2,1,1,MN,0_tours,1
4036,202,122820,2,2,0,0,1,MN,0_tours,0
4037,202,122820,2,2,1,0,1,MN,0_tours,1
4038,202,122820,2,2,1,1,1,MN,0_tours,0
4039,202,122820,2,2,2,0,1,MN,0_tours,2
4040,202,122820,2,2,2,1,1,MN,0_tours,1
4041,203,12878,2,2,0,0,1,MN,0_tours,0
4042,203,12878,2,2,1,0,1,MN,0_tours,1
4043,203,12878,2,2,1,1,1,MN,0_tours,0
4044,203,12878,2,2,2,0,1,MN,0_tours,2
4045,203,12878,2,2,2,1,1,MN,0_tours,1
4046,203,35282,2,2,0,0,1,MN,0_tours,0
4047,203,35282,2,2,1,0,1,MN,0_tours,1
4048,203,35282,2,2,1,1,1,MN,0_tours,0
4049,203,35282,2,2,2,0,1,MN,0_tours,2
4050,203,35282,2,2,2,1,1,MN,0_tours,1
4051,203,61799,2,2,0,0,1,MN,0_tours,0
4052,203,61799,2,2,1,0,1,MN,0_tours,1
4053,203,61799,2,2,1,1,1,MN,0_tours,0
4054,203,61799,2,2,2,0,1,MN,0_tours,2
4055,203,61799,2,2,2,1,1,MN,0_tours,1
4056,203,122820,2,2,0,0,1,MN,0_tours,0
4057,203,122820,2,2,1,0,1,MN,0_tours,1
4058,203,122820,2,2,1,1,1,MN,0_tours,0
4059,203,122820,2,2,2,0,1,MN,0_tours,2
4060,203,122820,2,2,2,1,1,MN,0_tours,1
4061,204,12878,2,2,0,0,1,MN,0_tours,0
4062,204,12878,2,2,1,0,1,MN,0_tours,1
4063,204,12878,2,2,1,1,1,MN,0_tours,0
4064,204,12878,2,2,2,0,1,MN,0_tours,2
4065,204,12878,2,2,2,1,1,MN,0_tours,1
4066,204,35282,2,2,0,0,1,MN,0_tours,0
4067,204,35282,2,2,1,0,1,MN,0_tours,1
4068,204,35282,2,2,1,1,1,MN,0_tours,0
4069,204,35282,2,2,2,0,1,MN,0_tours,2
4070,204,35282,2,2,2,1,1,MN,0_tours,1
4071,204,61799,2,2,0,0,1,MN,0_tours,0
4072,204,61799,2,2,1,0,1,MN,0_tours,1
4073,204,61799,2,2,1,1,1,MN,0_tours,0
4074,204,61799,2,2,2,0,1,MN,0_tours,2
4075,204,61799,2,2,2,1,1,MN,0_tours,1
4076,204,122820,2,2,0,0,1,MN,0_tours,0
4077,204,122820,2,2,1,0,1,MN,0_tours,1
4078,204,122820,2,2,1,1,1,MN,0_tours,0
4079,204,122820,2,2,2,0,1,MN,0_tours,2
4080,204,122820,2,2,2,1,1,MN,0_tours,1
4081,205,12878,2,2,0,0,1,MN,0_tours,0
4082,205,12878,2,2,1,0,1,MN,0_tours,1
4083,205,12878,2,2,1,1,1,MN,0_tours,0
4084,205,12878,2,2,2,0,1,MN,0_tours,2
4085,205,12878,2,2,2,1,1,MN,0_tours,1
4086,205,35282,2,2,0,0,1,MN,0_tours,0
4087,205,35282,2,2,1,0,1,MN,0_tours,1
4088,205,35282,2,2,1,1,1,MN,0_tours,0
4089,205,35282,2,2,2,0,1,MN,0_tours,2
4090,205,35282,2,2,2,1,1,MN,0_tours,1
4091,205,61799,2,2,0,0,1,MN,0_tours,0
4092,205,61799,2,2,1,0,1,MN,0_tours,1
4093,205,61799,2,2,1,1,1,MN,0_tours,0
4094,205,61799,2,2,2,0,1,MN,0_tours,2
4095,205,61799,2,2,2,1,1,MN,0_tours,1
4096,205,122820,2,2,0,0,1,MN,0_tours,0
4097,205,122820,2,2,1,0,1,MN,0_tours,1
4098,205,122820,2,2,1,1,1,MN,0_tours,0
4099,205,122820,2,2,2,0,1,MN,0_tours,2
4100,205,122820,2,2,2,1,1,MN,0_tours,1
4101,206,12878,2,2,0,0,1,MN,0_tours,0
4102,206,12878,2,2,1,0,1,MN,0_tours,1
4103,206,12878,2,2,1,1,1,MN,0_tours,0
4104,206,12878,2,2,2,0,1,MN,0_tours,2
4105,206,12878,2,2,2,1,1,MN,0_tours,1
4106,206,35282,2,2,0,0,1,MN,0_tours,0
4107,206,35282,2,2,1,0,1,MN,0_tours,1
4108,206,35282,2,2,1,1,1,MN,0_tours,0
4109,206,35282,2,2,2,0,1,MN,0_tours,2
4110,206,35282,2,2,2,1,1,MN,0_tours,1
4111,206,61799,2,2,0,0,1,MN,0_tours,0
4112,206,61799,2,2,1,0,1,MN,0_tours,1
4113,206,61799,2,2,1,1,1,MN,0_tours,0
4114,206,61799,2,2,2,0,1,MN,0_tours,2
4115,206,61799,2,2,2,1,1,MN,0_tours,1
4116,206,122820,2,2,0,0,1,MN,0_tours,0
4117,206,122820,2,2,1,0,1,MN,0_tours,1
4118,206,122820,2,2,1,1,1,MN,0_tours,0
4119,206,122820,2,2,2,0,1,MN,0_tours,2
4120,206,122820,2,2,2,1,1,MN,0_tours,1
4121,207,12878,2,2,0,0,1,MN,0_tours,0
4122,207,12878,2,2,1,0,1,MN,0_tours,1
4123,207,12878,2,2,1,1,1,MN,0_tours,0
4124,207,12878,2,2,2,0,1,MN,0_tours,2
4125,207,12878,2,2,2,1,1,MN,0_tours,1
4126,207,35282,2,2,0,0,1,MN,0_tours,0
4127,207,35282,2,2,1,0,1,MN,0_tours,1
4128,207,35282,2,2,1,1,1,MN,0_tours,0
4129,207,35282,2,2,2,0,1,MN,0_tours,2
4130,207,35282,2,2,2,1,1,MN,0_tours,1
4131,207,61799,2,2,0,0,1,MN,0_tours,0
4132,207,61799,2,2,1,0,1,MN,0_tours,1
4133,207,61799,2,2,1,1,1,MN,0_tours,0
4134,207,61799,2,2,2,0,1,MN,0_tours,2
4135,207,61799,2,2,2,1,1,MN,0_tours,1
4136,207,122820,2,2,0,0,1,MN,0_tours,0
4137,207,122820,2,2,1,0,1,MN,0_tours,1
4138,207,122820,2,2,1,1,1,MN,0_tours,0
4139,207,122820,2,2,2,0,1,MN,0_tours,2
4140,207,122820,2,2,2,1,1,MN,0_tours,1
4141,208,12878,2,2,0,0,1,MN,0_tours,0
4142,208,12878,2,2,1,0,1,MN,0_tours,1
4143,208,12878,2,2,1,1,1,MN,0_tours,0
4144,208,12878,2,2,2,0,1,MN,0_tours,2
4145,208,12878,2,2,2,1,1,MN,0_tours,1
4146,208,35282,2,2,0,0,1,MN,0_tours,0
4147,208,35282,2,2,1,0,1,MN,0_tours,1
4148,208,35282,2,2,1,1,1,MN,0_tours,0
4149,208,35282,2,2,2,0,1,MN,0_tours,2
4150,208,35282,2,2,2,1,1,MN,0_tours,1
4151,208,61799,2,2,0,0,1,MN,0_tours,0
4152,208,61799,2,2,1,0,1,MN,0_tours,1
4153,208,61799,2,2,1,1,1,MN,0_tours,0
4154,208,61799,2,2,2,0,1,MN,0_tours,2
4155,208,61799,2,2,2,1,1,MN,0_tours,1
4156,208,122820,2,2,0,0,1,MN,0_tours,0
4157,208,122820,2,2,1,0,1,MN,0_tours,1
4158,208,122820,2,2,1,1,1,MN,0_tours,0
4159,208,122820,2,2,2,0,1,MN,0_tours,2
4160,208,122820,2,2,2,1,1,MN,0_tours,1
4161,209,12878,2,2,0,0,1,MN,0_tours,0
4162,209,12878,2,2,1,0,1,MN,0_tours,1
4163,209,12878,2,2,1,1,1,MN,0_tours,0
4164,209,12878,2,2,2,0,1,MN,0_tours,2
4165,209,12878,2,2,2,1,1,MN,0_tours,1
4166,209,35282,2,2,0,0,1,MN,0_tours,0
4167,209,35282,2,2,1,0,1,MN,0_tours,1
4168,209,35282,2,2,1,1,1,MN,0_tours,0
4169,209,35282,2,2,2,0,1,MN,0_tours,2
4170,209,35282,2,2,2,1,1,MN,0_tours,1
4171,209,61799,2,2,0,0,1,MN,0_tours,0
4172,209,61799,2,2,1,0,1,MN,0_tours,1
4173,209,61799,2,2,1,1,1,MN,0_tours,0
4174,209,61799,2,2,2,0,1,MN,0_tours,2
4175,209,61799,2,2,2,1,1,MN,0_tours,1
4176,209,122820,2,2,0,0,1,MN,0_tours,0
4177,209,122820,2,2,1,0,1,MN,0_tours,1
4178,209,122820,2,2,1,1,1,MN,0_tours,0
4179,209,122820,2,2,2,0,1,MN,0_tours,2
4180,209,122820,2,2,2,1,1,MN,0_tours,1
4181,210,12878,2,2,0,0,1,MN,0_tours,0
4182,210,12878,2,2,1,0,1,MN,0_tours,1
4183,210,12878,2,2,1,1,1,MN,0_tours,0
4184,210,12878,2,2,2,0,1,MN,0_tours,2
4185,210,12878,2,2,2,1,1,MN,0_tours,1
4186,210,35282,2,2,0,0,1,MN,0_tours,0
4187,210,35282,2,2,1,0,1,MN,0_tours,1
4188,210,35282,2,2,1,1,1,MN,0_tours,0
4189,210,35282,2,2,2,0,1,MN,0_tours,2
4190,210,35282,2,2,2,1,1,MN,0_tours,1
4191,210,61799,2,2,0,0,1,MN,0_tours,0
4192,210,61799,2,2,1,0,1,MN,0_tours,1
4193,210,61799,2,2,1,1,1,MN,0_tours,0
4194,210,61799,2,2,2,0,1,MN,0_tours,2
4195,210,61799,2,2,2,1,1,MN,0_tours,1
4196,210,122820,2,2,0,0,1,MN,0_tours,0
4197,210,122820,2,2,1,0,1,MN,0_tours,1
4198,210,122820,2,2,1,1,1,MN,0_tours,0
4199,210,122820,2,2,2,0,1,MN,0_tours,2
4200,210,122820,2,2,2,1,1,MN,0_tours,1
4201,211,12878,2,2,0,0,1,MN,0_tours,0
4202,211,12878,2,2,1,0,1,MN,0_tours,1
4203,211,12878,2,2,1,1,1,MN,0_tours,0
4204,211,12878,2,2,2,0,1,MN,0_tours,2
4205,211,12878,2,2,2,1,1,MN,0_tours,1
4206,211,35282,2,2,0,0,1,MN,0_tours,0
4207,211,35282,2,2,1,0,1,MN,0_tours,1
4208,211,35282,2,2,1,1,1,MN,0_tours,0
4209,211,35282,2,2,2,0,1,MN,0_tours,2
4210,211,35282,2,2,2,1,1,MN,0_tours,1
4211,211,61799,2,2,0,0,1,MN,0_tours,0
4212,211,61799,2,2,1,0,1,MN,0_tours,1
4213,211,61799,2,2,1,1,1,MN,0_tours,0
4214,211,61799,2,2,2,0,1,MN,0_tours,2
4215,211,61799,2,2,2,1,1,MN,0_tours,1
4216,211,122820,2,2,0,0,1,MN,0_tours,0
4217,211,122820,2,2,1,0,1,MN,0_tours,1
4218,211,122820,2,2,1,1,1,MN,0_tours,0
4219,211,122820,2,2,2,0,1,MN,0_tours,2
4220,211,122820,2,2,2,1,1,MN,0_tours,1
4221,212,12878,2,2,0,0,1,MN,0_tours,0
4222,212,12878,2,2,1,0,1,MN,0_tours,1
4223,212,12878,2,2,1,1,1,MN,0_tours,0
4224,212,12878,2,2,2,0,1,MN,0_tours,2
4225,212,12878,2,2,2,1,1,MN,0_tours,1
4226,212,35282,2,2,0,0,1,MN,0_tours,0
4227,212,35282,2,2,1,0,1,MN,0_tours,1
4228,212,35282,2,2,1,1,1,MN,0_tours,0
4229,212,35282,2,2,2,0,1,MN,0_tours,2
4230,212,35282,2,2,2,1,1,MN,0_tours,1
4231,212,61799,2,2,0,0,1,MN,0_tours,0
4232,212,61799,2,2,1,0,1,MN,0_tours,1
4233,212,61799,2,2,1,1,1,MN,0_tours,0
4234,212,61799,2,2,2,0,1,MN,0_tours,2
4235,212,61799,2,2,2,1,1,MN,0_tours,1
4236,212,122820,2,2,0,0,1,MN,0_tours,0
4237,212,122820,2,2,1,0,1,MN,0_tours,1
4238,212,122820,2,2,1,1,1,MN,0_tours,0
4239,212,122820,2,2,2,0,1,MN,0_tours,2
4240,212,122820,2,2,2,1,1,MN,0_tours,1
4241,213,12878,2,2,0,0,1,MN,0_tours,0
4242,213,12878,2,2,1,0,1,MN,0_tours,1
4243,213,12878,2,2,1,1,1,MN,0_tours,0
4244,213,12878,2,2,2,0,1,MN,0_tours,2
4245,213,12878,2,2,2,1,1,MN,0_tours,1
4246,213,35282,2,2,0,0,1,MN,0_tours,0
4247,213,35282,2,2,1,0,1,MN,0_tours,1
4248,213,35282,2,2,1,1,1,MN,0_tours,0
4249,213,35282,2,2,2,0,1,MN,0_tours,2
4250,213,35282,2,2,2,1,1,MN,0_tours,1
4251,213,61799,2,2,0,0,1,MN,0_tours,0
4252,213,61799,2,2,1,0,1,MN,0_tours,1
4253,213,61799,2,2,1,1,1,MN,0_tours,0
