HHID,person_num,AGE,SEX,pemploy,pstudent,ptype,value_of_time,PERID
4773,0,36,1,1,3,1,14.855528846153845,9545
4773,1,37,1,2,3,2,14.855528846153845,9546
4774,0,36,1,1,3,1,14.855528846153845,9547
4774,1,37,1,2,3,2,14.855528846153845,9548
4775,0,36,1,1,3,1,14.855528846153845,9549
4775,1,37,1,2,3,2,14.855528846153845,9550
4776,0,36,1,1,3,1,29.52403846153846,9551
4776,1,37,1,2,3,2,29.52403846153846,9552
4777,0,36,1,1,3,1,29.52403846153846,9553
4777,1,37,1,2,3,2,29.52403846153846,9554
4778,0,36,1,1,3,1,29.52403846153846,9555
4778,1,37,1,2,3,2,29.52403846153846,9556
4779,0,36,1,1,3,1,29.52403846153846,9557
4779,1,37,1,2,3,2,29.52403846153846,9558
4780,0,36,1,1,3,1,29.52403846153846,9559
4780,1,37,1,2,3,2,29.52403846153846,9560
4781,0,36,1,1,3,1,3.095673076923077,9561
4781,1,37,1,2,3,2,3.095673076923077,9562
4782,0,36,1,1,3,1,3.095673076923077,9563
4782,1,37,1,2,3,2,3.095673076923077,9564
4783,0,36,1,1,3,1,3.095673076923077,9565
4783,1,37,1,2,3,2,3.095673076923077,9566
4784,0,36,1,1,3,1,3.095673076923077,9567
4784,1,37,1,2,3,2,3.095673076923077,9568
4785,0,36,1,1,3,1,3.095673076923077,9569
4785,1,37,1,2,3,2,3.095673076923077,9570
4786,0,36,1,1,3,1,8.48125,9571
4786,1,37,1,2,3,2,8.48125,9572
4787,0,36,1,1,3,1,8.48125,9573
4787,1,37,1,2,3,2,8.48125,9574
4788,0,36,1,1,3,1,8.48125,9575
4788,1,37,1,2,3,2,8.48125,9576
4789,0,36,1,1,3,1,8.48125,9577
4789,1,37,1,2,3,2,8.48125,9578
4790,0,36,1,1,3,1,8.48125,9579
4790,1,37,1,2,3,2,8.48125,9580
4791,0,36,1,1,3,1,14.855528846153845,9581
4791,1,37,1,2,3,2,14.855528846153845,9582
4792,0,36,1,1,3,1,14.855528846153845,9583
4792,1,37,1,2,3,2,14.855528846153845,9584
4793,0,36,1,1,3,1,14.855528846153845,9585
4793,1,37,1,2,3,2,14.855528846153845,9586
4794,0,36,1,1,3,1,14.855528846153845,9587
4794,1,37,1,2,3,2,14.855528846153845,9588
4795,0,36,1,1,3,1,14.855528846153845,9589
4795,1,37,1,2,3,2,14.855528846153845,9590
4796,0,36,1,1,3,1,29.52403846153846,9591
4796,1,37,1,2,3,2,29.52403846153846,9592
4797,0,36,1,1,3,1,29.52403846153846,9593
4797,1,37,1,2,3,2,29.52403846153846,9594
4798,0,36,1,1,3,1,29.52403846153846,9595
4798,1,37,1,2,3,2,29.52403846153846,9596
4799,0,36,1,1,3,1,29.52403846153846,9597
4799,1,37,1,2,3,2,29.52403846153846,9598
4800,0,36,1,1,3,1,29.52403846153846,9599
4800,1,37,1,2,3,2,29.52403846153846,9600
4801,0,36,1,1,3,1,3.095673076923077,9601
4801,1,37,1,2,3,2,3.095673076923077,9602
4802,0,36,1,1,3,1,3.095673076923077,9603
4802,1,37,1,2,3,2,3.095673076923077,9604
4803,0,36,1,1,3,1,3.095673076923077,9605
4803,1,37,1,2,3,2,3.095673076923077,9606
4804,0,36,1,1,3,1,3.095673076923077,9607
4804,1,37,1,2,3,2,3.095673076923077,9608
4805,0,36,1,1,3,1,3.095673076923077,9609
4805,1,37,1,2,3,2,3.095673076923077,9610
4806,0,36,1,1,3,1,8.48125,9611
4806,1,37,1,2,3,2,8.48125,9612
4807,0,36,1,1,3,1,8.48125,9613
4807,1,37,1,2,3,2,8.48125,9614
4808,0,36,1,1,3,1,8.48125,9615
4808,1,37,1,2,3,2,8.48125,9616
4809,0,36,1,1,3,1,8.48125,9617
4809,1,37,1,2,3,2,8.48125,9618
4810,0,36,1,1,3,1,8.48125,9619
4810,1,37,1,2,3,2,8.48125,9620
4811,0,36,1,1,3,1,14.855528846153845,9621
4811,1,37,1,2,3,2,14.855528846153845,9622
4812,0,36,1,1,3,1,14.855528846153845,9623
4812,1,37,1,2,3,2,14.855528846153845,9624
4813,0,36,1,1,3,1,14.855528846153845,9625
4813,1,37,1,2,3,2,14.855528846153845,9626
4814,0,36,1,1,3,1,14.855528846153845,9627
4814,1,37,1,2,3,2,14.855528846153845,9628
4815,0,36,1,1,3,1,14.855528846153845,9629
4815,1,37,1,2,3,2,14.855528846153845,9630
4816,0,36,1,1,3,1,29.52403846153846,9631
4816,1,37,1,2,3,2,29.52403846153846,9632
4817,0,36,1,1,3,1,29.52403846153846,9633
4817,1,37,1,2,3,2,29.52403846153846,9634
4818,0,36,1,1,3,1,29.52403846153846,9635
4818,1,37,1,2,3,2,29.52403846153846,9636
4819,0,36,1,1,3,1,29.52403846153846,9637
4819,1,37,1,2,3,2,29.52403846153846,9638
4820,0,36,1,1,3,1,29.52403846153846,9639
4820,1,37,1,2,3,2,29.52403846153846,9640
4821,0,36,1,1,3,1,3.095673076923077,9641
4821,1,37,1,2,3,2,3.095673076923077,9642
4822,0,36,1,1,3,1,3.095673076923077,9643
4822,1,37,1,2,3,2,3.095673076923077,9644
4823,0,36,1,1,3,1,3.095673076923077,9645
4823,1,37,1,2,3,2,3.095673076923077,9646
4824,0,36,1,1,3,1,3.095673076923077,9647
4824,1,37,1,2,3,2,3.095673076923077,9648
4825,0,36,1,1,3,1,3.095673076923077,9649
4825,1,37,1,2,3,2,3.095673076923077,9650
4826,0,36,1,1,3,1,8.48125,9651
4826,1,37,1,2,3,2,8.48125,9652
4827,0,36,1,1,3,1,8.48125,9653
4827,1,37,1,2,3,2,8.48125,9654
4828,0,36,1,1,3,1,8.48125,9655
4828,1,37,1,2,3,2,8.48125,9656
4829,0,36,1,1,3,1,8.48125,9657
4829,1,37,1,2,3,2,8.48125,9658
4830,0,36,1,1,3,1,8.48125,9659
4830,1,37,1,2,3,2,8.48125,9660
4831,0,36,1,1,3,1,14.855528846153845,9661
4831,1,37,1,2,3,2,14.855528846153845,9662
4832,0,36,1,1,3,1,14.855528846153845,9663
4832,1,37,1,2,3,2,14.855528846153845,9664
4833,0,36,1,1,3,1,14.855528846153845,9665
4833,1,37,1,2,3,2,14.855528846153845,9666
4834,0,36,1,1,3,1,14.855528846153845,9667
4834,1,37,1,2,3,2,14.855528846153845,9668
4835,0,36,1,1,3,1,14.855528846153845,9669
4835,1,37,1,2,3,2,14.855528846153845,9670
4836,0,36,1,1,3,1,29.52403846153846,9671
4836,1,37,1,2,3,2,29.52403846153846,9672
4837,0,36,1,1,3,1,29.52403846153846,9673
4837,1,37,1,2,3,2,29.52403846153846,9674
4838,0,36,1,1,3,1,29.52403846153846,9675
4838,1,37,1,2,3,2,29.52403846153846,9676
4839,0,36,1,1,3,1,29.52403846153846,9677
4839,1,37,1,2,3,2,29.52403846153846,9678
4840,0,36,1,1,3,1,29.52403846153846,9679
4840,1,37,1,2,3,2,29.52403846153846,9680
4841,0,36,1,1,3,1,3.095673076923077,9681
4841,1,37,1,2,3,2,3.095673076923077,9682
4842,0,36,1,1,3,1,3.095673076923077,9683
4842,1,37,1,2,3,2,3.095673076923077,9684
4843,0,36,1,1,3,1,3.095673076923077,9685
4843,1,37,1,2,3,2,3.095673076923077,9686
4844,0,36,1,1,3,1,3.095673076923077,9687
4844,1,37,1,2,3,2,3.095673076923077,9688
4845,0,36,1,1,3,1,3.095673076923077,9689
4845,1,37,1,2,3,2,3.095673076923077,9690
4846,0,36,1,1,3,1,8.48125,9691
4846,1,37,1,2,3,2,8.48125,9692
4847,0,36,1,1,3,1,8.48125,9693
4847,1,37,1,2,3,2,8.48125,9694
4848,0,36,1,1,3,1,8.48125,9695
4848,1,37,1,2,3,2,8.48125,9696
4849,0,36,1,1,3,1,8.48125,9697
4849,1,37,1,2,3,2,8.48125,9698
4850,0,36,1,1,3,1,8.48125,9699
4850,1,37,1,2,3,2,8.48125,9700
4851,0,36,1,1,3,1,14.855528846153845,9701
4851,1,37,1,2,3,2,14.855528846153845,9702
4852,0,36,1,1,3,1,14.855528846153845,9703
4852,1,37,1,2,3,2,14.855528846153845,9704
4853,0,36,1,1,3,1,14.855528846153845,9705
4853,1,37,1,2,3,2,14.855528846153845,9706
4854,0,36,1,1,3,1,14.855528846153845,9707
4854,1,37,1,2,3,2,14.855528846153845,9708
4855,0,36,1,1,3,1,14.855528846153845,9709
4855,1,37,1,2,3,2,14.855528846153845,9710
4856,0,36,1,1,3,1,29.52403846153846,9711
4856,1,37,1,2,3,2,29.52403846153846,9712
4857,0,36,1,1,3,1,29.52403846153846,9713
4857,1,37,1,2,3,2,29.52403846153846,9714
4858,0,36,1,1,3,1,29.52403846153846,9715
4858,1,37,1,2,3,2,29.52403846153846,9716
4859,0,36,1,1,3,1,29.52403846153846,9717
4859,1,37,1,2,3,2,29.52403846153846,9718
4860,0,36,1,1,3,1,29.52403846153846,9719
4860,1,37,1,2,3,2,29.52403846153846,9720
4861,0,36,1,1,3,1,3.095673076923077,9721
4861,1,37,1,2,3,2,3.095673076923077,9722
4862,0,36,1,1,3,1,3.095673076923077,9723
4862,1,37,1,2,3,2,3.095673076923077,9724
4863,0,36,1,1,3,1,3.095673076923077,9725
4863,1,37,1,2,3,2,3.095673076923077,9726
4864,0,36,1,1,3,1,3.095673076923077,9727
4864,1,37,1,2,3,2,3.095673076923077,9728
4865,0,36,1,1,3,1,3.095673076923077,9729
4865,1,37,1,2,3,2,3.095673076923077,9730
4866,0,36,1,1,3,1,8.48125,9731
4866,1,37,1,2,3,2,8.48125,9732
4867,0,36,1,1,3,1,8.48125,9733
4867,1,37,1,2,3,2,8.48125,9734
4868,0,36,1,1,3,1,8.48125,9735
4868,1,37,1,2,3,2,8.48125,9736
4869,0,36,1,1,3,1,8.48125,9737
4869,1,37,1,2,3,2,8.48125,9738
4870,0,36,1,1,3,1,8.48125,9739
4870,1,37,1,2,3,2,8.48125,9740
4871,0,36,1,1,3,1,14.855528846153845,9741
4871,1,37,1,2,3,2,14.855528846153845,9742
4872,0,36,1,1,3,1,14.855528846153845,9743
4872,1,37,1,2,3,2,14.855528846153845,9744
4873,0,36,1,1,3,1,14.855528846153845,9745
4873,1,37,1,2,3,2,14.855528846153845,9746
4874,0,36,1,1,3,1,14.855528846153845,9747
4874,1,37,1,2,3,2,14.855528846153845,9748
4875,0,36,1,1,3,1,14.855528846153845,9749
4875,1,37,1,2,3,2,14.855528846153845,9750
4876,0,36,1,1,3,1,29.52403846153846,9751
4876,1,37,1,2,3,2,29.52403846153846,9752
4877,0,36,1,1,3,1,29.52403846153846,9753
4877,1,37,1,2,3,2,29.52403846153846,9754
4878,0,36,1,1,3,1,29.52403846153846,9755
4878,1,37,1,2,3,2,29.52403846153846,9756
4879,0,36,1,1,3,1,29.52403846153846,9757
4879,1,37,1,2,3,2,29.52403846153846,9758
4880,0,36,1,1,3,1,29.52403846153846,9759
4880,1,37,1,2,3,2,29.52403846153846,9760
4881,0,36,1,1,3,1,3.095673076923077,9761
4881,1,37,1,2,3,2,3.095673076923077,9762
4882,0,36,1,1,3,1,3.095673076923077,9763
4882,1,37,1,2,3,2,3.095673076923077,9764
4883,0,36,1,1,3,1,3.095673076923077,9765
4883,1,37,1,2,3,2,3.095673076923077,9766
4884,0,36,1,1,3,1,3.095673076923077,9767
4884,1,37,1,2,3,2,3.095673076923077,9768
4885,0,36,1,1,3,1,3.095673076923077,9769
4885,1,37,1,2,3,2,3.095673076923077,9770
4886,0,36,1,1,3,1,8.48125,9771
4886,1,37,1,2,3,2,8.48125,9772
4887,0,36,1,1,3,1,8.48125,9773
4887,1,37,1,2,3,2,8.48125,9774
4888,0,36,1,1,3,1,8.48125,9775
4888,1,37,1,2,3,2,8.48125,9776
4889,0,36,1,1,3,1,8.48125,9777
4889,1,37,1,2,3,2,8.48125,9778
4890,0,36,1,1,3,1,8.48125,9779
4890,1,37,1,2,3,2,8.48125,9780
4891,0,36,1,1,3,1,14.855528846153845,9781
4891,1,37,1,2,3,2,14.855528846153845,9782
4892,0,36,1,1,3,1,14.855528846153845,9783
4892,1,37,1,2,3,2,14.855528846153845,9784
4893,0,36,1,1,3,1,14.855528846153845,9785
4893,1,37,1,2,3,2,14.855528846153845,9786
4894,0,36,1,1,3,1,14.855528846153845,9787
4894,1,37,1,2,3,2,14.855528846153845,9788
4895,0,36,1,1,3,1,14.855528846153845,9789
4895,1,37,1,2,3,2,14.855528846153845,9790
4896,0,36,1,1,3,1,29.52403846153846,9791
4896,1,37,1,2,3,2,29.52403846153846,9792
4897,0,36,1,1,3,1,29.52403846153846,9793
4897,1,37,1,2,3,2,29.52403846153846,9794
4898,0,36,1,1,3,1,29.52403846153846,9795
4898,1,37,1,2,3,2,29.52403846153846,9796
4899,0,36,1,1,3,1,29.52403846153846,9797
4899,1,37,1,2,3,2,29.52403846153846,9798
4900,0,36,1,1,3,1,29.52403846153846,9799
4900,1,37,1,2,3,2,29.52403846153846,9800
4901,0,36,1,1,3,1,3.095673076923077,9801
4901,1,37,1,2,3,2,3.095673076923077,9802
4902,0,36,1,1,3,1,3.095673076923077,9803
4902,1,37,1,2,3,2,3.095673076923077,9804
4903,0,36,1,1,3,1,3.095673076923077,9805
4903,1,37,1,2,3,2,3.095673076923077,9806
4904,0,36,1,1,3,1,3.095673076923077,9807
4904,1,37,1,2,3,2,3.095673076923077,9808
4905,0,36,1,1,3,1,3.095673076923077,9809
4905,1,37,1,2,3,2,3.095673076923077,9810
4906,0,36,1,1,3,1,8.48125,9811
4906,1,37,1,2,3,2,8.48125,9812
4907,0,36,1,1,3,1,8.48125,9813
4907,1,37,1,2,3,2,8.48125,9814
4908,0,36,1,1,3,1,8.48125,9815
4908,1,37,1,2,3,2,8.48125,9816
4909,0,36,1,1,3,1,8.48125,9817
4909,1,37,1,2,3,2,8.48125,9818
4910,0,36,1,1,3,1,8.48125,9819
4910,1,37,1,2,3,2,8.48125,9820
4911,0,36,1,1,3,1,14.855528846153845,9821
4911,1,37,1,2,3,2,14.855528846153845,9822
4912,0,36,1,1,3,1,14.855528846153845,9823
4912,1,37,1,2,3,2,14.855528846153845,9824
4913,0,36,1,1,3,1,14.855528846153845,9825
4913,1,37,1,2,3,2,14.855528846153845,9826
4914,0,36,1,1,3,1,14.855528846153845,9827
4914,1,37,1,2,3,2,14.855528846153845,9828
4915,0,36,1,1,3,1,14.855528846153845,9829
4915,1,37,1,2,3,2,14.855528846153845,9830
4916,0,36,1,1,3,1,29.52403846153846,9831
4916,1,37,1,2,3,2,29.52403846153846,9832
4917,0,36,1,1,3,1,29.52403846153846,9833
4917,1,37,1,2,3,2,29.52403846153846,9834
4918,0,36,1,1,3,1,29.52403846153846,9835
4918,1,37,1,2,3,2,29.52403846153846,9836
4919,0,36,1,1,3,1,29.52403846153846,9837
4919,1,37,1,2,3,2,29.52403846153846,9838
4920,0,36,1,1,3,1,29.52403846153846,9839
4920,1,37,1,2,3,2,29.52403846153846,9840
4921,0,36,1,1,3,1,3.095673076923077,9841
4921,1,37,1,2,3,2,3.095673076923077,9842
4922,0,36,1,1,3,1,3.095673076923077,9843
4922,1,37,1,2,3,2,3.095673076923077,9844
4923,0,36,1,1,3,1,3.095673076923077,9845
4923,1,37,1,2,3,2,3.095673076923077,9846
4924,0,36,1,1,3,1,3.095673076923077,9847
4924,1,37,1,2,3,2,3.095673076923077,9848
4925,0,36,1,1,3,1,3.095673076923077,9849
4925,1,37,1,2,3,2,3.095673076923077,9850
4926,0,36,1,1,3,1,8.48125,9851
4926,1,37,1,2,3,2,8.48125,9852
4927,0,36,1,1,3,1,8.48125,9853
4927,1,37,1,2,3,2,8.48125,9854
4928,0,36,1,1,3,1,8.48125,9855
4928,1,37,1,2,3,2,8.48125,9856
4929,0,36,1,1,3,1,8.48125,9857
4929,1,37,1,2,3,2,8.48125,9858
4930,0,36,1,1,3,1,8.48125,9859
4930,1,37,1,2,3,2,8.48125,9860
4931,0,36,1,1,3,1,14.855528846153845,9861
4931,1,37,1,2,3,2,14.855528846153845,9862
4932,0,36,1,1,3,1,14.855528846153845,9863
4932,1,37,1,2,3,2,14.855528846153845,9864
4933,0,36,1,1,3,1,14.855528846153845,9865
4933,1,37,1,2,3,2,14.855528846153845,9866
4934,0,36,1,1,3,1,14.855528846153845,9867
4934,1,37,1,2,3,2,14.855528846153845,9868
4935,0,36,1,1,3,1,14.855528846153845,9869
4935,1,37,1,2,3,2,14.855528846153845,9870
4936,0,36,1,1,3,1,29.52403846153846,9871
4936,1,37,1,2,3,2,29.52403846153846,9872
4937,0,36,1,1,3,1,29.52403846153846,9873
4937,1,37,1,2,3,2,29.52403846153846,9874
4938,0,36,1,1,3,1,29.52403846153846,9875
4938,1,37,1,2,3,2,29.52403846153846,9876
4939,0,36,1,1,3,1,29.52403846153846,9877
4939,1,37,1,2,3,2,29.52403846153846,9878
4940,0,36,1,1,3,1,29.52403846153846,9879
4940,1,37,1,2,3,2,29.52403846153846,9880
4941,0,36,1,1,3,1,3.095673076923077,9881
4941,1,37,1,2,3,2,3.095673076923077,9882
4942,0,36,1,1,3,1,3.095673076923077,9883
4942,1,37,1,2,3,2,3.095673076923077,9884
4943,0,36,1,1,3,1,3.095673076923077,9885
4943,1,37,1,2,3,2,3.095673076923077,9886
4944,0,36,1,1,3,1,3.095673076923077,9887
4944,1,37,1,2,3,2,3.095673076923077,9888
4945,0,36,1,1,3,1,3.095673076923077,9889
4945,1,37,1,2,3,2,3.095673076923077,9890
4946,0,36,1,1,3,1,8.48125,9891
4946,1,37,1,2,3,2,8.48125,9892
4947,0,36,1,1,3,1,8.48125,9893
4947,1,37,1,2,3,2,8.48125,9894
4948,0,36,1,1,3,1,8.48125,9895
4948,1,37,1,2,3,2,8.48125,9896
4949,0,36,1,1,3,1,8.48125,9897
4949,1,37,1,2,3,2,8.48125,9898
4950,0,36,1,1,3,1,8.48125,9899
4950,1,37,1,2,3,2,8.48125,9900
4951,0,36,1,1,3,1,14.855528846153845,9901
4951,1,37,1,2,3,2,14.855528846153845,9902
4952,0,36,1,1,3,1,14.855528846153845,9903
4952,1,37,1,2,3,2,14.855528846153845,9904
4953,0,36,1,1,3,1,14.855528846153845,9905
4953,1,37,1,2,3,2,14.855528846153845,9906
4954,0,36,1,1,3,1,14.855528846153845,9907
4954,1,37,1,2,3,2,14.855528846153845,9908
4955,0,36,1,1,3,1,14.855528846153845,9909
4955,1,37,1,2,3,2,14.855528846153845,9910
4956,0,36,1,1,3,1,29.52403846153846,9911
4956,1,37,1,2,3,2,29.52403846153846,9912
4957,0,36,1,1,3,1,29.52403846153846,9913
4957,1,37,1,2,3,2,29.52403846153846,9914
4958,0,36,1,1,3,1,29.52403846153846,9915
4958,1,37,1,2,3,2,29.52403846153846,9916
4959,0,36,1,1,3,1,29.52403846153846,9917
4959,1,37,1,2,3,2,29.52403846153846,9918
4960,0,36,1,1,3,1,29.52403846153846,9919
4960,1,37,1,2,3,2,29.52403846153846,9920
4961,0,36,1,1,3,1,3.095673076923077,9921
4961,1,37,1,2,3,2,3.095673076923077,9922
4962,0,36,1,1,3,1,3.095673076923077,9923
4962,1,37,1,2,3,2,3.095673076923077,9924
4963,0,36,1,1,3,1,3.095673076923077,9925
4963,1,37,1,2,3,2,3.095673076923077,9926
4964,0,36,1,1,3,1,3.095673076923077,9927
4964,1,37,1,2,3,2,3.095673076923077,9928
4965,0,36,1,1,3,1,3.095673076923077,9929
4965,1,37,1,2,3,2,3.095673076923077,9930
4966,0,36,1,1,3,1,8.48125,9931
4966,1,37,1,2,3,2,8.48125,9932
4967,0,36,1,1,3,1,8.48125,9933
4967,1,37,1,2,3,2,8.48125,9934
4968,0,36,1,1,3,1,8.48125,9935
4968,1,37,1,2,3,2,8.48125,9936
4969,0,36,1,1,3,1,8.48125,9937
4969,1,37,1,2,3,2,8.48125,9938
4970,0,36,1,1,3,1,8.48125,9939
4970,1,37,1,2,3,2,8.48125,9940
4971,0,36,1,1,3,1,14.855528846153845,9941
4971,1,37,1,2,3,2,14.855528846153845,9942
4972,0,36,1,1,3,1,14.855528846153845,9943
4972,1,37,1,2,3,2,14.855528846153845,9944
4973,0,36,1,1,3,1,14.855528846153845,9945
4973,1,37,1,2,3,2,14.855528846153845,9946
4974,0,36,1,1,3,1,14.855528846153845,9947
4974,1,37,1,2,3,2,14.855528846153845,9948
4975,0,36,1,1,3,1,14.855528846153845,9949
4975,1,37,1,2,3,2,14.855528846153845,9950
4976,0,36,1,1,3,1,29.52403846153846,9951
4976,1,37,1,2,3,2,29.52403846153846,9952
4977,0,36,1,1,3,1,29.52403846153846,9953
4977,1,37,1,2,3,2,29.52403846153846,9954
4978,0,36,1,1,3,1,29.52403846153846,9955
4978,1,37,1,2,3,2,29.52403846153846,9956
4979,0,36,1,1,3,1,29.52403846153846,9957
4979,1,37,1,2,3,2,29.52403846153846,9958
4980,0,36,1,1,3,1,29.52403846153846,9959
4980,1,37,1,2,3,2,29.52403846153846,9960
4981,0,36,1,1,3,1,3.095673076923077,9961
4981,1,37,1,2,3,2,3.095673076923077,9962
4982,0,36,1,1,3,1,3.095673076923077,9963
4982,1,37,1,2,3,2,3.095673076923077,9964
4983,0,36,1,1,3,1,3.095673076923077,9965
4983,1,37,1,2,3,2,3.095673076923077,9966
4984,0,36,1,1,3,1,3.095673076923077,9967
4984,1,37,1,2,3,2,3.095673076923077,9968
4985,0,36,1,1,3,1,3.095673076923077,9969
4985,1,37,1,2,3,2,3.095673076923077,9970
4986,0,36,1,1,3,1,8.48125,9971
4986,1,37,1,2,3,2,8.48125,9972
4987,0,36,1,1,3,1,8.48125,9973
4987,1,37,1,2,3,2,8.48125,9974
4988,0,36,1,1,3,1,8.48125,9975
4988,1,37,1,2,3,2,8.48125,9976
4989,0,36,1,1,3,1,8.48125,9977
4989,1,37,1,2,3,2,8.48125,9978
4990,0,36,1,1,3,1,8.48125,9979
4990,1,37,1,2,3,2,8.48125,9980
4991,0,36,1,1,3,1,14.855528846153845,9981
4991,1,37,1,2,3,2,14.855528846153845,9982
4992,0,36,1,1,3,1,14.855528846153845,9983
4992,1,37,1,2,3,2,14.855528846153845,9984
4993,0,36,1,1,3,1,14.855528846153845,9985
4993,1,37,1,2,3,2,14.855528846153845,9986
4994,0,36,1,1,3,1,14.855528846153845,9987
4994,1,37,1,2,3,2,14.855528846153845,9988
4995,0,36,1,1,3,1,14.855528846153845,9989
4995,1,37,1,2,3,2,14.855528846153845,9990
4996,0,36,1,1,3,1,29.52403846153846,9991
4996,1,37,1,2,3,2,29.52403846153846,9992
4997,0,36,1,1,3,1,29.52403846153846,9993
4997,1,37,1,2,3,2,29.52403846153846,9994
4998,0,36,1,1,3,1,29.52403846153846,9995
4998,1,37,1,2,3,2,29.52403846153846,9996
4999,0,36,1,1,3,1,29.52403846153846,9997
4999,1,37,1,2,3,2,29.52403846153846,9998
5000,0,36,1,1,3,1,29.52403846153846,9999
5000,1,37,1,2,3,2,29.52403846153846,10000
5001,0,36,1,1,3,1,3.095673076923077,10001
5001,1,37,1,2,3,2,3.095673076923077,10002
5002,0,36,1,1,3,1,3.095673076923077,10003
5002,1,37,1,2,3,2,3.095673076923077,10004
5003,0,36,1,1,3,1,3.095673076923077,10005
5003,1,37,1,2,3,2,3.095673076923077,10006
5004,0,36,1,1,3,1,3.095673076923077,10007
5004,1,37,1,2,3,2,3.095673076923077,10008
5005,0,36,1,1,3,1,3.095673076923077,10009
5005,1,37,1,2,3,2,3.095673076923077,10010
5006,0,36,1,1,3,1,8.48125,10011
5006,1,37,1,2,3,2,8.48125,10012
5007,0,36,1,1,3,1,8.48125,10013
5007,1,37,1,2,3,2,8.48125,10014
5008,0,36,1,1,3,1,8.48125,10015
5008,1,37,1,2,3,2,8.48125,10016
5009,0,36,1,1,3,1,8.48125,10017
5009,1,37,1,2,3,2,8.48125,10018
5010,0,36,1,1,3,1,8.48125,10019
5010,1,37,1,2,3,2,8.48125,10020
5011,0,36,1,1,3,1,14.855528846153845,10021
5011,1,37,1,2,3,2,14.855528846153845,10022
5012,0,36,1,1,3,1,14.855528846153845,10023
5012,1,37,1,2,3,2,14.855528846153845,10024
5013,0,36,1,1,3,1,14.855528846153845,10025
5013,1,37,1,2,3,2,14.855528846153845,10026
5014,0,36,1,1,3,1,14.855528846153845,10027
5014,1,37,1,2,3,2,14.855528846153845,10028
5015,0,36,1,1,3,1,14.855528846153845,10029
5015,1,37,1,2,3,2,14.855528846153845,10030
5016,0,36,1,1,3,1,29.52403846153846,10031
5016,1,37,1,2,3,2,29.52403846153846,10032
5017,0,36,1,1,3,1,29.52403846153846,10033
5017,1,37,1,2,3,2,29.52403846153846,10034
5018,0,36,1,1,3,1,29.52403846153846,10035
5018,1,37,1,2,3,2,29.52403846153846,10036
5019,0,36,1,1,3,1,29.52403846153846,10037
5019,1,37,1,2,3,2,29.52403846153846,10038
5020,0,36,1,1,3,1,29.52403846153846,10039
5020,1,37,1,2,3,2,29.52403846153846,10040
5021,0,36,1,1,3,1,3.095673076923077,10041
5021,1,37,1,2,3,2,3.095673076923077,10042
5022,0,36,1,1,3,1,3.095673076923077,10043
5022,1,37,1,2,3,2,3.095673076923077,10044
5023,0,36,1,1,3,1,3.095673076923077,10045
5023,1,37,1,2,3,2,3.095673076923077,10046
5024,0,36,1,1,3,1,3.095673076923077,10047
5024,1,37,1,2,3,2,3.095673076923077,10048
5025,0,36,1,1,3,1,3.095673076923077,10049
5025,1,37,1,2,3,2,3.095673076923077,10050
5026,0,36,1,1,3,1,8.48125,10051
5026,1,37,1,2,3,2,8.48125,10052
5027,0,36,1,1,3,1,8.48125,10053
5027,1,37,1,2,3,2,8.48125,10054
5028,0,36,1,1,3,1,8.48125,10055
5028,1,37,1,2,3,2,8.48125,10056
5029,0,36,1,1,3,1,8.48125,10057
5029,1,37,1,2,3,2,8.48125,10058
5030,0,36,1,1,3,1,8.48125,10059
5030,1,37,1,2,3,2,8.48125,10060
5031,0,36,1,1,3,1,14.855528846153845,10061
5031,1,37,1,2,3,2,14.855528846153845,10062
5032,0,36,1,1,3,1,14.855528846153845,10063
5032,1,37,1,2,3,2,14.855528846153845,10064
5033,0,36,1,1,3,1,14.855528846153845,10065
5033,1,37,1,2,3,2,14.855528846153845,10066
5034,0,36,1,1,3,1,14.855528846153845,10067
5034,1,37,1,2,3,2,14.855528846153845,10068
5035,0,36,1,1,3,1,14.855528846153845,10069
5035,1,37,1,2,3,2,14.855528846153845,10070
5036,0,36,1,1,3,1,29.52403846153846,10071
5036,1,37,1,2,3,2,29.52403846153846,10072
5037,0,36,1,1,3,1,29.52403846153846,10073
5037,1,37,1,2,3,2,29.52403846153846,10074
5038,0,36,1,1,3,1,29.52403846153846,10075
5038,1,37,1,2,3,2,29.52403846153846,10076
5039,0,36,1,1,3,1,29.52403846153846,10077
5039,1,37,1,2,3,2,29.52403846153846,10078
5040,0,36,1,1,3,1,29.52403846153846,10079
5040,1,37,1,2,3,2,29.52403846153846,10080
5041,0,36,1,1,3,1,3.095673076923077,10081
5041,1,37,1,2,3,2,3.095673076923077,10082
5042,0,36,1,1,3,1,3.095673076923077,10083
5042,1,37,1,2,3,2,3.095673076923077,10084
5043,0,36,1,1,3,1,3.095673076923077,10085
5043,1,37,1,2,3,2,3.095673076923077,10086
5044,0,36,1,1,3,1,3.095673076923077,10087
5044,1,37,1,2,3,2,3.095673076923077,10088
5045,0,36,1,1,3,1,3.095673076923077,10089
5045,1,37,1,2,3,2,3.095673076923077,10090
5046,0,36,1,1,3,1,8.48125,10091
5046,1,37,1,2,3,2,8.48125,10092
5047,0,36,1,1,3,1,8.48125,10093
5047,1,37,1,2,3,2,8.48125,10094
5048,0,36,1,1,3,1,8.48125,10095
5048,1,37,1,2,3,2,8.48125,10096
